county,date,cases,name,population,population-per-100K,cases-per-100K,rate
Hale,2020-05-21,50,Hale,33406,0.33406,149.6737113093456,0.0014967371130934562
Hall,2020-05-21,1,Hall,2964,0.02964,33.738191632928476,0.00033738191632928474
Hamilton,2020-05-21,7,Hamilton,8461,0.08461,82.73253752511523,0.0008273253752511524
Hansford,2020-05-21,18,Hansford,5399,0.05399,333.3950731616966,0.0033339507316169662
Hardeman,2020-05-21,0,Hardeman,3933,0.03933,0.0,0.0
Hardin,2020-05-21,121,Hardin,57602,0.57602,210.06215061977016,0.0021006215061977014
Harris,2020-05-21,10095,Harris,4713325,47.13325,214.18001092646912,0.002141800109264691
Harrison,2020-05-21,217,Harrison,66553,0.66553,326.05592535272643,0.003260559253527264
Hartley,2020-05-21,11,Hartley,5576,0.05576,197.27403156384506,0.0019727403156384504
Haskell,2020-05-21,2,Haskell,5658,0.05658,35.34817956875221,0.0003534817956875221
Hays,2020-05-21,250,Hays,230191,2.30191,108.6054624203379,0.001086054624203379
Hemphill,2020-05-21,1,Hemphill,3819,0.03819,26.184865147944485,0.0002618486514794449
Henderson,2020-05-21,51,Henderson,82737,0.82737,61.64110373835164,0.0006164110373835164
Hidalgo,2020-05-21,467,Hidalgo,868707,8.68707,53.75805651387637,0.0005375805651387637
Hill,2020-05-21,23,Hill,36649,0.36649,62.75751043684685,0.0006275751043684684
Hockley,2020-05-21,27,Hockley,23021,0.23021,117.28421875678728,0.0011728421875678728
Hood,2020-05-21,23,Hood,61643,0.61643,37.31161689080674,0.00037311616890806743
Hopkins,2020-05-21,12,Hopkins,37084,0.37084,32.358968827526695,0.00032358968827526696
Houston,2020-05-21,81,Houston,22968,0.22968,352.66457680250784,0.0035266457680250786
Howard,2020-05-21,6,Howard,36664,0.36664,16.36482653283875,0.00016364826532838753
Hudspeth,2020-05-21,0,Hudspeth,4886,0.04886,0.0,0.0
Hunt,2020-05-21,71,Hunt,98594,0.98594,72.01249568939286,0.0007201249568939286
Hutchinson,2020-05-21,31,Hutchinson,20938,0.20938,148.0561658229057,0.0014805616582290572
Irion,2020-05-21,0,Irion,1536,0.01536,0.0,0.0
Jack,2020-05-21,4,Jack,8935,0.08935,44.76776720761052,0.0004476776720761052
Jackson,2020-05-21,16,Jackson,14760,0.1476,108.40108401084011,0.001084010840108401
Jasper,2020-05-21,26,Jasper,35529,0.35529,73.17965605561653,0.0007317965605561653
Jeff Davis,2020-05-21,0,Jeff Davis,2274,0.02274,0.0,0.0
Jefferson,2020-05-21,465,Jefferson,251565,2.51565,184.84288354898337,0.0018484288354898336
Jim Hogg,2020-05-21,4,Jim Hogg,5200,0.052,76.92307692307692,0.0007692307692307692
Jim Wells,2020-05-21,9,Jim Wells,40482,0.40482,22.232103156958647,0.00022232103156958648
Johnson,2020-05-21,144,Johnson,175817,1.75817,81.90334268017314,0.0008190334268017314
Jones,2020-05-21,134,Jones,20083,0.20083,667.2309913857491,0.006672309913857492
Karnes,2020-05-21,4,Karnes,15601,0.15601,25.63938209089161,0.0002563938209089161
Kaufman,2020-05-21,173,Kaufman,136154,1.36154,127.06200331977027,0.0012706200331977027
Kendall,2020-05-21,24,Kendall,47431,0.47431,50.599818683983045,0.0005059981868398305
Kenedy,2020-05-21,0,Kenedy,404,0.00404,0.0,0.0
Kent,2020-05-21,0,Kent,762,0.00762,0.0,0.0
Kerr,2020-05-21,11,Kerr,52600,0.526,20.91254752851711,0.0002091254752851711
Kimble,2020-05-21,1,Kimble,4337,0.04337,23.057412958266085,0.00023057412958266084
King,2020-05-21,0,King,272,0.00272,0.0,0.0
Kinney,2020-05-21,0,Kinney,3667,0.03667,0.0,0.0
Kleberg,2020-05-21,14,Kleberg,30680,0.3068,45.63233376792699,0.00045632333767926987
Knox,2020-05-21,1,Knox,3664,0.03664,27.292576419213976,0.0002729257641921397
Lamar,2020-05-21,126,Lamar,49859,0.49859,252.71264967207526,0.0025271264967207524
Lamb,2020-05-21,11,Lamb,12893,0.12893,85.31761420926085,0.0008531761420926084
Lampasas,2020-05-21,8,Lampasas,21428,0.21428,37.334328915437744,0.00037334328915437746
La Salle,2020-05-21,4,La Salle,7520,0.0752,53.191489361702125,0.0005319148936170213
Lavaca,2020-05-21,8,Lavaca,20154,0.20154,39.69435347821772,0.0003969435347821772
Lee,2020-05-21,8,Lee,17239,0.17239,46.40640408376356,0.0004640640408376356
Leon,2020-05-21,9,Leon,17404,0.17404,51.71225005745806,0.0005171225005745806
Liberty,2020-05-21,81,Liberty,88219,0.88219,91.81695553112141,0.0009181695553112142
Limestone,2020-05-21,18,Limestone,23437,0.23437,76.80163843495328,0.0007680163843495328
Lipscomb,2020-05-21,2,Lipscomb,3233,0.03233,61.86204763377668,0.0006186204763377668
Live Oak,2020-05-21,9,Live Oak,12207,0.12207,73.72818874416319,0.0007372818874416319
Llano,2020-05-21,3,Llano,21795,0.21795,13.764624913971094,0.00013764624913971095
Loving,2020-05-21,0,Loving,169,0.00169,0.0,0.0
Lubbock,2020-05-21,639,Lubbock,310569,3.10569,205.75137892062634,0.0020575137892062632
Lynn,2020-05-21,5,Lynn,5951,0.05951,84.01949252226517,0.0008401949252226517
McCulloch,2020-05-21,3,McCulloch,7984,0.07984,37.5751503006012,0.000375751503006012
McLennan,2020-05-21,102,McLennan,256623,2.56623,39.747021895932946,0.00039747021895932943
McMullen,2020-05-21,0,McMullen,743,0.00743,0.0,0.0
Madison,2020-05-21,8,Madison,14284,0.14284,56.00672080649678,0.0005600672080649678
Marion,2020-05-21,15,Marion,9854,0.09854,152.2224477369596,0.001522224477369596
Martin,2020-05-21,3,Martin,5771,0.05771,51.98405822214521,0.0005198405822214521
Mason,2020-05-21,31,Mason,4274,0.04274,725.3158633598503,0.007253158633598503
Matagorda,2020-05-21,63,Matagorda,36643,0.36643,171.92915427230304,0.0017192915427230303
Maverick,2020-05-21,94,Maverick,58722,0.58722,160.07629167943873,0.001600762916794387
Medina,2020-05-21,64,Medina,51584,0.51584,124.0694789081886,0.0012406947890818859
Menard,2020-05-21,0,Menard,2138,0.02138,0.0,0.0
Midland,2020-05-21,123,Midland,176832,1.76832,69.55754614549403,0.0006955754614549403
Milam,2020-05-21,27,Milam,24823,0.24823,108.77009225315231,0.0010877009225315232
Mills,2020-05-21,1,Mills,4873,0.04873,20.521239482864765,0.00020521239482864764
Mitchell,2020-05-21,1,Mitchell,8545,0.08545,11.702750146284377,0.00011702750146284377
Montague,2020-05-21,9,Montague,19818,0.19818,45.41326067211626,0.00045413260672116256
Montgomery,2020-05-21,861,Montgomery,607391,6.07391,141.75382908209045,0.0014175382908209046
Moore,2020-05-21,579,Moore,20940,0.2094,2765.0429799426934,0.027650429799426935
Morris,2020-05-21,15,Morris,12388,0.12388,121.084920891185,0.0012108492089118502
Motley,2020-05-21,1,Motley,1200,0.012,83.33333333333333,0.0008333333333333334
Nacogdoches,2020-05-21,244,Nacogdoches,65204,0.65204,374.2101711551439,0.0037421017115514387
Navarro,2020-05-21,40,Navarro,50113,0.50113,79.81960768662823,0.0007981960768662822
Newton,2020-05-21,4,Newton,13595,0.13595,29.42258183155572,0.0002942258183155572
Nolan,2020-05-21,2,Nolan,14714,0.14714,13.59249694168819,0.0001359249694168819
Nueces,2020-05-21,256,Nueces,362294,3.62294,70.66084450749943,0.0007066084450749944
Ochiltree,2020-05-21,41,Ochiltree,9836,0.09836,416.83611224074826,0.004168361122407482
Oldham,2020-05-21,3,Oldham,2112,0.02112,142.04545454545453,0.0014204545454545455
Orange,2020-05-21,89,Orange,83396,0.83396,106.71974675044366,0.0010671974675044366
Palo Pinto,2020-05-21,10,Palo Pinto,29189,0.29189,34.259481311452944,0.0003425948131145294
Panola,2020-05-21,164,Panola,23194,0.23194,707.0794170906269,0.007070794170906269
Parker,2020-05-21,67,Parker,142878,1.42878,46.89315359957446,0.0004689315359957446
Parmer,2020-05-21,39,Parmer,9605,0.09605,406.0385216033316,0.004060385216033316
Pecos,2020-05-21,24,Pecos,15823,0.15823,151.67793718005433,0.0015167793718005435
Polk,2020-05-21,52,Polk,51353,0.51353,101.25990691877786,0.0010125990691877786
Potter,2020-05-21,2196,Potter,117415,1.17415,1870.2891453391815,0.018702891453391816
Presidio,2020-05-21,0,Presidio,6704,0.06704,0.0,0.0
Rains,2020-05-21,3,Rains,12514,0.12514,23.97315007191945,0.0002397315007191945
Randall,2020-05-21,625,Randall,137713,1.37713,453.8424113918076,0.004538424113918076
Reagan,2020-05-21,0,Reagan,3849,0.03849,0.0,0.0
Real,2020-05-21,0,Real,3452,0.03452,0.0,0.0
Red River,2020-05-21,42,Red River,12023,0.12023,349.3304499708891,0.0034933044997088915
Reeves,2020-05-21,5,Reeves,15976,0.15976,31.296945418127187,0.00031296945418127193
Refugio,2020-05-21,3,Refugio,6948,0.06948,43.17789291882556,0.0004317789291882556
Roberts,2020-05-21,2,Roberts,854,0.00854,234.19203747072598,0.00234192037470726
Robertson,2020-05-21,7,Robertson,17074,0.17074,40.998008668150405,0.00040998008668150404
Rockwall,2020-05-21,147,Rockwall,104915,1.04915,140.11342515369586,0.0014011342515369584
Runnels,2020-05-21,2,Runnels,10264,0.10264,19.485580670303975,0.00019485580670303975
Rusk,2020-05-21,42,Rusk,54406,0.54406,77.19736793735986,0.0007719736793735985
Sabine,2020-05-21,4,Sabine,10542,0.10542,37.94346423828495,0.00037943464238284955
San Augustine,2020-05-21,28,San Augustine,8237,0.08237,339.9295860143256,0.003399295860143256
San Jacinto,2020-05-21,13,San Jacinto,28859,0.28859,45.04660591150074,0.00045046605911500744
San Patricio,2020-05-21,28,San Patricio,66730,0.6673,41.96013786902443,0.0004196013786902443
San Saba,2020-05-21,1,San Saba,6055,0.06055,16.515276630883566,0.00016515276630883568
Schleicher,2020-05-21,0,Schleicher,2793,0.02793,0.0,0.0
Scurry,2020-05-21,2,Scurry,16703,0.16703,11.97389690474765,0.0001197389690474765
Shackelford,2020-05-21,1,Shackelford,3265,0.03265,30.627871362940276,0.00030627871362940275
Shelby,2020-05-21,180,Shelby,25274,0.25274,712.1943499248239,0.0071219434992482395
Sherman,2020-05-21,23,Sherman,3022,0.03022,761.0853739245533,0.007610853739245533
Smith,2020-05-21,195,Smith,232751,2.32751,83.78052081408887,0.0008378052081408888
Somervell,2020-05-21,0,Somervell,9128,0.09128,0.0,0.0
Starr,2020-05-21,22,Starr,64633,0.64633,34.03833954790897,0.0003403833954790896
Stephens,2020-05-21,2,Stephens,9366,0.09366,21.353833013025838,0.00021353833013025838
Sterling,2020-05-21,0,Sterling,1291,0.01291,0.0,0.0
Stonewall,2020-05-21,0,Stonewall,1350,0.0135,0.0,0.0
Sutton,2020-05-21,0,Sutton,3776,0.03776,0.0,0.0
Swisher,2020-05-21,15,Swisher,7397,0.07397,202.7849128024875,0.002027849128024875
Tarrant,2020-05-21,4711,Tarrant,2102515,21.02515,224.06498883480023,0.0022406498883480023
Taylor,2020-05-21,224,Taylor,138034,1.38034,162.27885883188202,0.00162278858831882
Terrell,2020-05-21,0,Terrell,776,0.00776,0.0,0.0
Terry,2020-05-21,13,Terry,12337,0.12337,105.3740779768177,0.001053740779768177
Throckmorton,2020-05-21,0,Throckmorton,1501,0.01501,0.0,0.0
Titus,2020-05-21,189,Titus,32750,0.3275,577.0992366412213,0.005770992366412214
Tom Green,2020-05-21,63,Tom Green,119200,1.192,52.852348993288594,0.0005285234899328859
Travis,2020-05-21,2644,Travis,1273954,12.73954,207.54281551767176,0.0020754281551767177
Trinity,2020-05-21,11,Trinity,14651,0.14651,75.08019930380179,0.0007508019930380179
Tyler,2020-05-21,10,Tyler,21672,0.21672,46.14248800295312,0.0004614248800295312
Upshur,2020-05-21,18,Upshur,41753,0.41753,43.11067468205877,0.00043110674682058774
Upton,2020-05-21,0,Upton,3657,0.03657,0.0,0.0
Uvalde,2020-05-21,6,Uvalde,26741,0.26741,22.43745559253581,0.00022437455592535805
Val Verde,2020-05-21,13,Val Verde,49025,0.49025,26.517083120856704,0.00026517083120856705
Van Zandt,2020-05-21,25,Van Zandt,56590,0.5659,44.17741650468281,0.00044177416504682807
Victoria,2020-05-21,157,Victoria,92084,0.92084,170.49650319273707,0.0017049650319273706
Walker,2020-05-21,430,Walker,72971,0.72971,589.2751915144372,0.0058927519151443725
Waller,2020-05-21,45,Waller,55246,0.55246,81.45386091300729,0.0008145386091300727
Ward,2020-05-21,0,Ward,11998,0.11998,0.0,0.0
Washington,2020-05-21,187,Washington,35882,0.35882,521.1526670754139,0.005211526670754138
Webb,2020-05-21,498,Webb,276652,2.76652,180.00954267455143,0.0018000954267455142
Wharton,2020-05-21,45,Wharton,41556,0.41556,108.28761189719897,0.0010828761189719896
Wheeler,2020-05-21,15,Wheeler,5056,0.05056,296.67721518987344,0.0029667721518987344
Wichita,2020-05-21,82,Wichita,132230,1.3223,62.013158889813205,0.0006201315888981321
Wilbarger,2020-05-21,6,Wilbarger,12769,0.12769,46.988801002427756,0.00046988801002427753
Willacy,2020-05-21,15,Willacy,21358,0.21358,70.231295065081,0.00070231295065081
Williamson,2020-05-21,513,Williamson,590551,5.90551,86.86802663952818,0.0008686802663952817
Wilson,2020-05-21,38,Wilson,51070,0.5107,74.40767573918151,0.0007440767573918152
Winkler,2020-05-21,3,Winkler,8010,0.0801,37.45318352059925,0.0003745318352059925
Wise,2020-05-21,42,Wise,69984,0.69984,60.013717421124824,0.0006001371742112483
Wood,2020-05-21,22,Wood,45539,0.45539,48.31023957486989,0.0004831023957486989
Yoakum,2020-05-21,3,Yoakum,8713,0.08713,34.43130953747274,0.00034431309537472744
Young,2020-05-21,4,Young,18010,0.1801,22.209883398112158,0.0002220988339811216
Zapata,2020-05-21,8,Zapata,14179,0.14179,56.421468368714294,0.000564214683687143
Zavala,2020-05-21,11,Zavala,11840,0.1184,92.9054054054054,0.0009290540540540541
Anderson,2020-05-22,64,Anderson,57735,0.57735,110.85130336884039,0.0011085130336884038
Andrews,2020-05-22,23,Andrews,18705,0.18705,122.96177492649025,0.0012296177492649024
Angelina,2020-05-22,172,Angelina,86715,0.86715,198.35091967940957,0.0019835091967940954
Aransas,2020-05-22,5,Aransas,23510,0.2351,21.267545725223307,0.0002126754572522331
Archer,2020-05-22,1,Archer,8553,0.08553,11.6918040453642,0.00011691804045364199
Armstrong,2020-05-22,2,Armstrong,1887,0.01887,105.98834128245892,0.0010598834128245894
Atascosa,2020-05-22,35,Atascosa,51153,0.51153,68.42218442711082,0.0006842218442711083
Austin,2020-05-22,21,Austin,30032,0.30032,69.92541289291422,0.0006992541289291423
Bailey,2020-05-22,10,Bailey,7000,0.07,142.85714285714283,0.0014285714285714286
Bandera,2020-05-22,6,Bandera,23112,0.23112,25.96053997923157,0.00025960539979231567
Bastrop,2020-05-22,173,Bastrop,88723,0.88723,194.98889803095028,0.0019498889803095025
Baylor,2020-05-22,0,Baylor,3509,0.03509,0.0,0.0
Bee,2020-05-22,8,Bee,32565,0.32565,24.566252111162292,0.0002456625211116229
Bell,2020-05-22,294,Bell,362924,3.62924,81.00869603553362,0.0008100869603553361
Bexar,2020-05-22,2371,Bexar,2003554,20.03554,118.33971033473517,0.0011833971033473518
Blanco,2020-05-22,8,Blanco,11931,0.11931,67.05221691392171,0.0006705221691392172
Borden,2020-05-22,0,Borden,654,0.00654,0.0,0.0
Bosque,2020-05-22,6,Bosque,18685,0.18685,32.11131924003212,0.00032111319240032114
Bowie,2020-05-22,154,Bowie,93245,0.93245,165.15630864925734,0.0016515630864925733
Brazoria,2020-05-22,816,Brazoria,374264,3.74264,218.02791612337813,0.0021802791612337813
Brazos,2020-05-22,373,Brazos,229211,2.29211,162.73215508854287,0.0016273215508854288
Brewster,2020-05-22,1,Brewster,9203,0.09203,10.866021949364338,0.00010866021949364337
Briscoe,2020-05-22,1,Briscoe,1546,0.01546,64.68305304010349,0.000646830530401035
Brooks,2020-05-22,1,Brooks,7093,0.07093,14.098406880022557,0.00014098406880022558
Brown,2020-05-22,55,Brown,37864,0.37864,145.25670821888866,0.0014525670821888864
Burleson,2020-05-22,22,Burleson,18443,0.18443,119.28645014368594,0.0011928645014368596
Burnet,2020-05-22,29,Burnet,48155,0.48155,60.2221991485827,0.000602221991485827
Caldwell,2020-05-22,49,Caldwell,43664,0.43664,112.22059362403812,0.001122205936240381
Calhoun,2020-05-22,37,Calhoun,21290,0.2129,173.7905119774542,0.001737905119774542
Callahan,2020-05-22,8,Callahan,13943,0.13943,57.37646130674891,0.0005737646130674891
Cameron,2020-05-22,664,Cameron,423163,4.23163,156.9135297745786,0.0015691352977457859
Camp,2020-05-22,39,Camp,13094,0.13094,297.8463418359554,0.002978463418359554
Carson,2020-05-22,6,Carson,5926,0.05926,101.24873439082012,0.0010124873439082012
Cass,2020-05-22,21,Cass,30026,0.30026,69.93938586558315,0.0006993938586558316
Castro,2020-05-22,31,Castro,7530,0.0753,411.6865869853917,0.004116865869853918
Chambers,2020-05-22,58,Chambers,43837,0.43837,132.30832401852317,0.0013230832401852316
Cherokee,2020-05-22,41,Cherokee,52646,0.52646,77.87866124681837,0.0007787866124681838
Childress,2020-05-22,2,Childress,7306,0.07306,27.37476047084588,0.0002737476047084588
Clay,2020-05-22,3,Clay,10471,0.10471,28.650558685894374,0.00028650558685894376
Cochran,2020-05-22,1,Cochran,2853,0.02853,35.050823694356815,0.0003505082369435682
Coke,2020-05-22,1,Coke,3387,0.03387,29.52465308532625,0.0002952465308532625
Coleman,2020-05-22,2,Coleman,8175,0.08175,24.464831804281346,0.00024464831804281347
Collin,2020-05-22,1118,Collin,1034730,10.3473,108.04750997844847,0.001080475099784485
Collingsworth,2020-05-22,4,Collingsworth,2920,0.0292,136.986301369863,0.0013698630136986301
Colorado,2020-05-22,19,Colorado,21493,0.21493,88.40087470339179,0.000884008747033918
Comal,2020-05-22,81,Comal,156209,1.56209,51.85360638631577,0.0005185360638631577
Comanche,2020-05-22,10,Comanche,13635,0.13635,73.34066740007334,0.0007334066740007334
Concho,2020-05-22,1,Concho,2726,0.02726,36.68378576669112,0.00036683785766691124
Cooke,2020-05-22,13,Cooke,41257,0.41257,31.50980439682963,0.0003150980439682963
Coryell,2020-05-22,226,Coryell,75951,0.75951,297.56026912088055,0.002975602691208806
Cottle,2020-05-22,4,Cottle,1398,0.01398,286.1230329041488,0.002861230329041488
Crane,2020-05-22,7,Crane,4797,0.04797,145.9245361684386,0.001459245361684386
Crockett,2020-05-22,0,Crockett,3464,0.03464,0.0,0.0
Crosby,2020-05-22,3,Crosby,5737,0.05737,52.29213874847481,0.0005229213874847481
Culberson,2020-05-22,0,Culberson,2171,0.02171,0.0,0.0
Dallam,2020-05-22,18,Dallam,7287,0.07287,247.0152326060107,0.002470152326060107
Dallas,2020-05-22,8273,Dallas,2635516,26.35516,313.9043739442295,0.0031390437394422954
Dawson,2020-05-22,39,Dawson,12728,0.12728,306.4110622250157,0.0030641106222501573
Deaf Smith,2020-05-22,153,Deaf Smith,18546,0.18546,824.9757360077645,0.008249757360077645
Delta,2020-05-22,1,Delta,5331,0.05331,18.758206715438003,0.00018758206715438003
Denton,2020-05-22,1188,Denton,887207,8.87207,133.90336189863243,0.0013390336189863245
DeWitt,2020-05-22,17,DeWitt,20160,0.2016,84.32539682539682,0.0008432539682539683
Dickens,2020-05-22,1,Dickens,2211,0.02211,45.22840343735866,0.0004522840343735866
Dimmit,2020-05-22,1,Dimmit,10124,0.10124,9.877518767285657,9.877518767285657e-05
Donley,2020-05-22,26,Donley,3278,0.03278,793.1665649786456,0.007931665649786455
Duval,2020-05-22,5,Duval,11157,0.11157,44.81491440351349,0.0004481491440351349
Eastland,2020-05-22,5,Eastland,18360,0.1836,27.233115468409583,0.0002723311546840959
Ector,2020-05-22,134,Ector,166223,1.66223,80.6145960546976,0.000806145960546976
Edwards,2020-05-22,0,Edwards,1932,0.01932,0.0,0.0
Ellis,2020-05-22,272,Ellis,184826,1.84826,147.16544209148063,0.0014716544209148065
El Paso,2020-05-22,2160,El Paso,839238,8.39238,257.3763342460661,0.0025737633424606607
Erath,2020-05-22,15,Erath,42698,0.42698,35.130451074991804,0.00035130451074991804
Falls,2020-05-22,6,Falls,17297,0.17297,34.688096201653465,0.00034688096201653467
Fannin,2020-05-22,34,Fannin,35514,0.35514,95.73689249310131,0.0009573689249310131
Fayette,2020-05-22,32,Fayette,25346,0.25346,126.25266314211315,0.0012625266314211315
Fisher,2020-05-22,2,Fisher,3830,0.0383,52.21932114882507,0.0005221932114882506
Floyd,2020-05-22,5,Floyd,5712,0.05712,87.53501400560225,0.0008753501400560224
Foard,2020-05-22,0,Foard,1155,0.01155,0.0,0.0
Fort Bend,2020-05-22,1652,Fort Bend,811688,8.11688,203.52647815416762,0.002035264781541676
Franklin,2020-05-22,9,Franklin,10725,0.10725,83.91608391608392,0.0008391608391608392
Freestone,2020-05-22,7,Freestone,19717,0.19717,35.502358370948926,0.00035502358370948926
Frio,2020-05-22,35,Frio,20306,0.20306,172.36284841918646,0.0017236284841918644
Gaines,2020-05-22,6,Gaines,21492,0.21492,27.917364600781685,0.00027917364600781687
Galveston,2020-05-22,732,Galveston,342139,3.42139,213.9481321918869,0.002139481321918869
Garza,2020-05-22,4,Garza,6229,0.06229,64.21576497030021,0.0006421576497030021
Gillespie,2020-05-22,5,Gillespie,26988,0.26988,18.526752630798875,0.00018526752630798873
Glasscock,2020-05-22,1,Glasscock,1409,0.01409,70.97232079489,0.0007097232079489
Goliad,2020-05-22,7,Goliad,7658,0.07658,91.40767824497259,0.0009140767824497258
Gonzales,2020-05-22,91,Gonzales,20837,0.20837,436.72313672793587,0.004367231367279359
Gray,2020-05-22,95,Gray,21886,0.21886,434.0674403728411,0.004340674403728411
Grayson,2020-05-22,275,Grayson,136212,1.36212,201.89116964731448,0.0020189116964731448
Gregg,2020-05-22,183,Gregg,123945,1.23945,147.64613336560572,0.001476461333656057
Grimes,2020-05-22,94,Grimes,28880,0.2888,325.48476454293626,0.0032548476454293627
Guadalupe,2020-05-22,121,Guadalupe,166847,1.66847,72.52153170269769,0.0007252153170269768
Hale,2020-05-22,53,Hale,33406,0.33406,158.65413398790636,0.0015865413398790636
Hall,2020-05-22,1,Hall,2964,0.02964,33.738191632928476,0.00033738191632928474
Hamilton,2020-05-22,7,Hamilton,8461,0.08461,82.73253752511523,0.0008273253752511524
Hansford,2020-05-22,18,Hansford,5399,0.05399,333.3950731616966,0.0033339507316169662
Hardeman,2020-05-22,1,Hardeman,3933,0.03933,25.425883549453346,0.0002542588354945334
Hardin,2020-05-22,125,Hardin,57602,0.57602,217.00635394604356,0.0021700635394604354
Harris,2020-05-22,10283,Harris,4713325,47.13325,218.16870256135533,0.0021816870256135532
Harrison,2020-05-22,222,Harrison,66553,0.66553,333.568734692651,0.0033356873469265096
Hartley,2020-05-22,11,Hartley,5576,0.05576,197.27403156384506,0.0019727403156384504
Haskell,2020-05-22,2,Haskell,5658,0.05658,35.34817956875221,0.0003534817956875221
Hays,2020-05-22,259,Hays,230191,2.30191,112.51525906747007,0.0011251525906747005
Hemphill,2020-05-22,1,Hemphill,3819,0.03819,26.184865147944485,0.0002618486514794449
Henderson,2020-05-22,52,Henderson,82737,0.82737,62.849752831260496,0.000628497528312605
Hidalgo,2020-05-22,472,Hidalgo,868707,8.68707,54.33362457077012,0.0005433362457077012
Hill,2020-05-22,24,Hill,36649,0.36649,65.48609784714453,0.0006548609784714453
Hockley,2020-05-22,27,Hockley,23021,0.23021,117.28421875678728,0.0011728421875678728
Hood,2020-05-22,23,Hood,61643,0.61643,37.31161689080674,0.00037311616890806743
Hopkins,2020-05-22,15,Hopkins,37084,0.37084,40.44871103440837,0.00040448711034408373
Houston,2020-05-22,39,Houston,22968,0.22968,169.80146290491118,0.0016980146290491117
Howard,2020-05-22,6,Howard,36664,0.36664,16.36482653283875,0.00016364826532838753
Hudspeth,2020-05-22,0,Hudspeth,4886,0.04886,0.0,0.0
Hunt,2020-05-22,71,Hunt,98594,0.98594,72.01249568939286,0.0007201249568939286
Hutchinson,2020-05-22,28,Hutchinson,20938,0.20938,133.72814977552775,0.0013372814977552776
Irion,2020-05-22,0,Irion,1536,0.01536,0.0,0.0
Jack,2020-05-22,4,Jack,8935,0.08935,44.76776720761052,0.0004476776720761052
Jackson,2020-05-22,16,Jackson,14760,0.1476,108.40108401084011,0.001084010840108401
Jasper,2020-05-22,27,Jasper,35529,0.35529,75.99425821160179,0.0007599425821160179
Jeff Davis,2020-05-22,0,Jeff Davis,2274,0.02274,0.0,0.0
Jefferson,2020-05-22,476,Jefferson,251565,2.51565,189.215510901755,0.0018921551090175502
Jim Hogg,2020-05-22,4,Jim Hogg,5200,0.052,76.92307692307692,0.0007692307692307692
Jim Wells,2020-05-22,9,Jim Wells,40482,0.40482,22.232103156958647,0.00022232103156958648
Johnson,2020-05-22,148,Johnson,175817,1.75817,84.17843553240017,0.0008417843553240017
Jones,2020-05-22,135,Jones,20083,0.20083,672.2103271423592,0.006722103271423592
Karnes,2020-05-22,4,Karnes,15601,0.15601,25.63938209089161,0.0002563938209089161
Kaufman,2020-05-22,182,Kaufman,136154,1.36154,133.67216534218605,0.0013367216534218606
Kendall,2020-05-22,24,Kendall,47431,0.47431,50.599818683983045,0.0005059981868398305
Kenedy,2020-05-22,0,Kenedy,404,0.00404,0.0,0.0
Kent,2020-05-22,0,Kent,762,0.00762,0.0,0.0
Kerr,2020-05-22,12,Kerr,52600,0.526,22.813688212927755,0.00022813688212927757
Kimble,2020-05-22,1,Kimble,4337,0.04337,23.057412958266085,0.00023057412958266084
King,2020-05-22,0,King,272,0.00272,0.0,0.0
Kinney,2020-05-22,0,Kinney,3667,0.03667,0.0,0.0
Kleberg,2020-05-22,15,Kleberg,30680,0.3068,48.89178617992177,0.0004889178617992178
Knox,2020-05-22,1,Knox,3664,0.03664,27.292576419213976,0.0002729257641921397
Lamar,2020-05-22,126,Lamar,49859,0.49859,252.71264967207526,0.0025271264967207524
Lamb,2020-05-22,13,Lamb,12893,0.12893,100.82990770185373,0.0010082990770185372
Lampasas,2020-05-22,8,Lampasas,21428,0.21428,37.334328915437744,0.00037334328915437746
La Salle,2020-05-22,4,La Salle,7520,0.0752,53.191489361702125,0.0005319148936170213
Lavaca,2020-05-22,8,Lavaca,20154,0.20154,39.69435347821772,0.0003969435347821772
Lee,2020-05-22,8,Lee,17239,0.17239,46.40640408376356,0.0004640640408376356
Leon,2020-05-22,9,Leon,17404,0.17404,51.71225005745806,0.0005171225005745806
Liberty,2020-05-22,81,Liberty,88219,0.88219,91.81695553112141,0.0009181695553112142
Limestone,2020-05-22,19,Limestone,23437,0.23437,81.06839612578402,0.0008106839612578401
Lipscomb,2020-05-22,2,Lipscomb,3233,0.03233,61.86204763377668,0.0006186204763377668
Live Oak,2020-05-22,9,Live Oak,12207,0.12207,73.72818874416319,0.0007372818874416319
Llano,2020-05-22,3,Llano,21795,0.21795,13.764624913971094,0.00013764624913971095
Loving,2020-05-22,0,Loving,169,0.00169,0.0,0.0
Lubbock,2020-05-22,650,Lubbock,310569,3.10569,209.29326494273414,0.0020929326494273414
Lynn,2020-05-22,5,Lynn,5951,0.05951,84.01949252226517,0.0008401949252226517
McCulloch,2020-05-22,3,McCulloch,7984,0.07984,37.5751503006012,0.000375751503006012
McLennan,2020-05-22,106,McLennan,256623,2.56623,41.30572863694992,0.0004130572863694992
McMullen,2020-05-22,0,McMullen,743,0.00743,0.0,0.0
Madison,2020-05-22,8,Madison,14284,0.14284,56.00672080649678,0.0005600672080649678
Marion,2020-05-22,15,Marion,9854,0.09854,152.2224477369596,0.001522224477369596
Martin,2020-05-22,3,Martin,5771,0.05771,51.98405822214521,0.0005198405822214521
Mason,2020-05-22,31,Mason,4274,0.04274,725.3158633598503,0.007253158633598503
