X,Y,objectid,globalid,reporting_date,total_case_daily_change,total_case_cumulative,deaths_daily_change,deaths_cumulative,strac_covid_positive_in_hospita,strac_covid_positive_in_icu,strac_covid_positive_on_ventila,strac_total_ventilators,strac_available_ventilators,strac_total_staffed_beds,strac_available_staffed_beds,day_number
0.0,0.0,216,{BE489036-9EFF-460B-8A8A-4A94052265E2},2020/09/14 17:00:00,101,50106,0,1016,248,105,51,765,521,4442,700,
0.0,0.0,217,{1CC3F97D-C38E-430C-8346-1BB841127F03},2020/09/15 17:00:00,115,50131,3,1019,228,105,47,765,511,4479,547,
0.0,0.0,218,{C5FB6A6A-9B5D-4F1E-85FA-8816829D6898},2020/09/16 17:00:00,153,50284,3,1022,210,100,42,758,516,4478,568,
0.0,0.0,220,{37715059-6EEA-4EC4-8195-16F018AC76AF},2020/09/17 17:00:00,141,50425,2,1024,214,100,43,758,520,4488,595,
0.0,0.0,222,{BB4D8441-B364-426C-83A6-8F374863F4D1},2020/09/18 17:00:00,162,50587,1,1025,218,99,43,768,524,4548,593,
0.0,0.0,223,{A921376E-3B85-42B9-8E20-72D9E87AB45B},2020/09/19 17:00:00,173,50760,0,1025,214,89,43,768,533,4496,709,
0.0,0.0,224,{3400B481-D51E-433F-8312-7E4461133AEE},2020/09/20 17:00:00,108,53341,1,1061,225,92,45,768,544,4438,803,
0.0,0.0,225,{EF69BFA2-3C76-4048-8BE5-E5B1B1B5350C},2020/09/21 17:00:00,102,53443,1,1062,226,85,45,768,550,4485,863,
0.0,0.0,226,{92E639CD-0122-40D5-80DB-1DC6E91A4931},2020/09/22 17:00:00,196,53639,6,1068,233,86,42,767,537,4501,626,
0.0,0.0,227,{6EE05EBA-FB68-4CEB-83ED-7D0C62442915},2020/09/23 17:00:00,155,53794,0,1068,228,87,41,767,539,4487,596,
0.0,0.0,228,{737482B7-3BDF-4DC9-83AC-BE9614474858},2020/09/24 17:00:00,177,53971,5,1073,231,87,36,772,564,4481,554,
0.0,0.0,229,{6051E9F0-C7F5-4CD5-81C4-444CC3A6E90B},2020/09/25 17:00:00,224,54195,0,1073,225,83,34,767,556,4499,526,
0.0,0.0,230,{F28A7CFD-3650-4E25-871C-F4C7F9B100D1},2020/09/26 17:00:00,100,54295,1,1074,228,85,30,767,557,4503,668,
0.0,0.0,231,{0D97559E-0D9F-4BCF-8F74-35BED8C1D214},2020/09/27 17:00:00,56,57145,3,1130,221,86,34,764,556,4489,736,
0.0,0.0,232,{3FA6B6BF-6610-461D-8403-1E9B6124A026},2020/09/28 17:00:00,63,57208,0,1130,220,86,34,762,570,4425,733,
0.0,0.0,233,{A0B2BD2B-7A0E-4004-8C9C-BF8CEB39F31B},2020/09/29 17:00:00,469,57677,5,1135,230,81,29,764,550,4429,583,
