county,date,cases,name,population,rate
Gregg,2020-06-08,257,Gregg,123945,0.0020735003428940255
Grimes,2020-06-08,241,Grimes,28880,0.008344875346260388
Guadalupe,2020-06-08,147,Guadalupe,166847,0.0008810467074625255
Hale,2020-06-08,61,Hale,33406,0.0018260192779740165
Hall,2020-06-08,2,Hall,2964,0.0006747638326585695
Hamilton,2020-06-08,9,Hamilton,8461,0.0010637040538943388
Hansford,2020-06-08,20,Hansford,5399,0.003704389701796629
Hardeman,2020-06-08,3,Hardeman,3933,0.0007627765064836003
Hardin,2020-06-08,142,Hardin,57602,0.0024651921808270544
Harris,2020-06-08,14586,Harris,4713325,0.003094630648215432
Harrison,2020-06-08,256,Harrison,66553,0.0038465583820413807
Hartley,2020-06-08,12,Hartley,5576,0.002152080344332855
Haskell,2020-06-08,3,Haskell,5658,0.0005302226935312832
Hays,2020-06-08,385,Hays,230191,0.0016725241212732036
Hemphill,2020-06-08,1,Hemphill,3819,0.0002618486514794449
Henderson,2020-06-08,68,Henderson,82737,0.000821881383178022
Hidalgo,2020-06-08,701,Hidalgo,868707,0.0008069464157650393
Hill,2020-06-08,29,Hill,36649,0.0007912903489863298
Hockley,2020-06-08,27,Hockley,23021,0.0011728421875678728
Hood,2020-06-08,31,Hood,61643,0.0005028957059195692
Hopkins,2020-06-08,30,Hopkins,37084,0.0008089742206881675
Houston,2020-06-08,151,Houston,22968,0.0065743643329850224
Howard,2020-06-08,9,Howard,36664,0.00024547239799258127
Hudspeth,2020-06-08,4,Hudspeth,4886,0.0008186655751125665
Hunt,2020-06-08,121,Hunt,98594,0.0012272552082276812
Hutchinson,2020-06-08,44,Hutchinson,20938,0.0021014423536154362
Irion,2020-06-08,1,Irion,1536,0.0006510416666666666
Jack,2020-06-08,4,Jack,8935,0.0004476776720761052
Jackson,2020-06-08,19,Jackson,14760,0.0012872628726287264
Jasper,2020-06-08,30,Jasper,35529,0.0008443806467955755
Jeff Davis,2020-06-08,0,Jeff Davis,2274,0.0
Jefferson,2020-06-08,627,Jefferson,251565,0.0024923975910798404
Jim Hogg,2020-06-08,4,Jim Hogg,5200,0.0007692307692307692
Jim Wells,2020-06-08,13,Jim Wells,40482,0.0003211303789338471
Johnson,2020-06-08,190,Johnson,175817,0.00108066910480784
Jones,2020-06-08,637,Jones,20083,0.03171836876960613
Karnes,2020-06-08,4,Karnes,15601,0.0002563938209089161
Kaufman,2020-06-08,269,Kaufman,136154,0.0019757039822553874
Kendall,2020-06-08,33,Kendall,47431,0.0006957475069047669
Kenedy,2020-06-08,0,Kenedy,404,0.0
Kent,2020-06-08,0,Kent,762,0.0
Kerr,2020-06-08,20,Kerr,52600,0.00038022813688212925
Kimble,2020-06-08,1,Kimble,4337,0.00023057412958266084
King,2020-06-08,0,King,272,0.0
Kinney,2020-06-08,1,Kinney,3667,0.0002727024815925825
Kleberg,2020-06-08,18,Kleberg,30680,0.0005867014341590613
Knox,2020-06-08,1,Knox,3664,0.0002729257641921397
Lamar,2020-06-08,154,Lamar,49859,0.0030887101626586974
Lamb,2020-06-08,17,Lamb,12893,0.0013185449468703949
Lampasas,2020-06-08,9,Lampasas,21428,0.00042001120029867465
La Salle,2020-06-08,4,La Salle,7520,0.0005319148936170213
Lavaca,2020-06-08,19,Lavaca,20154,0.0009427408951076709
Lee,2020-06-08,26,Lee,17239,0.0015082081327223156
Leon,2020-06-08,11,Leon,17404,0.0006320386118133762
Liberty,2020-06-08,103,Liberty,88219,0.0011675489407043833
Limestone,2020-06-08,32,Limestone,23437,0.001365362461065836
Lipscomb,2020-06-08,5,Lipscomb,3233,0.001546551190844417
Live Oak,2020-06-08,9,Live Oak,12207,0.0007372818874416319
Llano,2020-06-08,3,Llano,21795,0.00013764624913971095
Loving,2020-06-08,0,Loving,169,0.0
Lubbock,2020-06-08,747,Lubbock,310569,0.0024052625986495752
Lynn,2020-06-08,8,Lynn,5951,0.0013443118803562427
McCulloch,2020-06-08,3,McCulloch,7984,0.000375751503006012
McLennan,2020-06-08,129,McLennan,256623,0.0005026829239779755
McMullen,2020-06-08,0,McMullen,743,0.0
Madison,2020-06-08,10,Madison,14284,0.0007000840100812098
Marion,2020-06-08,17,Marion,9854,0.0017251877410188756
Martin,2020-06-08,3,Martin,5771,0.0005198405822214521
Mason,2020-06-08,32,Mason,4274,0.007487131492746842
Matagorda,2020-06-08,70,Matagorda,36643,0.0019103239363589225
Maverick,2020-06-08,133,Maverick,58722,0.002264909233336739
Medina,2020-06-08,216,Medina,51584,0.004187344913151364
Menard,2020-06-08,0,Menard,2138,0.0
Midland,2020-06-08,155,Midland,176832,0.0008765381831342743
Milam,2020-06-08,35,Milam,24823,0.0014099826773556782
Mills,2020-06-08,1,Mills,4873,0.00020521239482864764
Mitchell,2020-06-08,1,Mitchell,8545,0.00011702750146284377
Montague,2020-06-08,9,Montague,19818,0.00045413260672116256
Montgomery,2020-06-08,1064,Montgomery,607391,0.001751754635811199
Moore,2020-06-08,852,Moore,20940,0.040687679083094556
Morris,2020-06-08,27,Morris,12388,0.00217952857604133
Motley,2020-06-08,1,Motley,1200,0.0008333333333333334
Nacogdoches,2020-06-08,304,Nacogdoches,65204,0.004662290657014907
Navarro,2020-06-08,66,Navarro,50113,0.0013170235268293656
Newton,2020-06-08,6,Newton,13595,0.0004413387274733358
Nolan,2020-06-08,9,Nolan,14714,0.0006116623623759684
Nueces,2020-06-08,289,Nueces,362294,0.0007976946899479428
Ochiltree,2020-06-08,51,Ochiltree,9836,0.005185034566897112
Oldham,2020-06-08,4,Oldham,2112,0.001893939393939394
Orange,2020-06-08,100,Orange,83396,0.0011990982780948727
Palo Pinto,2020-06-08,13,Palo Pinto,29189,0.0004453732570488883
Panola,2020-06-08,214,Panola,23194,0.00922652410106062
Parker,2020-06-08,92,Parker,142878,0.0006439059897255001
Parmer,2020-06-08,89,Parmer,9605,0.0092660072878709
Pecos,2020-06-08,105,Pecos,15823,0.006635909751627378
Polk,2020-06-08,61,Polk,51353,0.0011878566003933558
Potter,2020-06-08,2756,Potter,117415,0.023472299109994463
Presidio,2020-06-08,2,Presidio,6704,0.0002983293556085919
Rains,2020-06-08,4,Rains,12514,0.000319642000958926
Randall,2020-06-08,728,Randall,137713,0.005286356407891775
Reagan,2020-06-08,2,Reagan,3849,0.0005196154845414394
Real,2020-06-08,1,Real,3452,0.00028968713789107763
Red River,2020-06-08,79,Red River,12023,0.006570739416119105
Reeves,2020-06-08,8,Reeves,15976,0.000500751126690035
Refugio,2020-06-08,3,Refugio,6948,0.0004317789291882556
Roberts,2020-06-08,2,Roberts,854,0.00234192037470726
Robertson,2020-06-08,16,Robertson,17074,0.000937097340986295
Rockwall,2020-06-08,183,Rockwall,104915,0.0017442691702807035
Runnels,2020-06-08,3,Runnels,10264,0.00029228371005455964
Rusk,2020-06-08,64,Rusk,54406,0.0011763408447597692
Sabine,2020-06-08,15,Sabine,10542,0.0014228799089356858
San Augustine,2020-06-08,45,San Augustine,8237,0.005463154060944519
San Jacinto,2020-06-08,17,San Jacinto,28859,0.0005890710003811636
San Patricio,2020-06-08,39,San Patricio,66730,0.0005844447774614117
San Saba,2020-06-08,1,San Saba,6055,0.00016515276630883568
Schleicher,2020-06-08,0,Schleicher,2793,0.0
Scurry,2020-06-08,26,Scurry,16703,0.0015566065976171945
Shackelford,2020-06-08,1,Shackelford,3265,0.00030627871362940275
Shelby,2020-06-08,213,Shelby,25274,0.008427633140777083
Sherman,2020-06-08,28,Sherman,3022,0.009265387160820648
Smith,2020-06-08,223,Smith,232751,0.0009581054431559907
Somervell,2020-06-08,0,Somervell,9128,0.0
Starr,2020-06-08,52,Starr,64633,0.0008045425711323937
Stephens,2020-06-08,4,Stephens,9366,0.00042707666026051675
Sterling,2020-06-08,0,Sterling,1291,0.0
Stonewall,2020-06-08,0,Stonewall,1350,0.0
Sutton,2020-06-08,0,Sutton,3776,0.0
Swisher,2020-06-08,18,Swisher,7397,0.00243341895362985
Tarrant,2020-06-08,6150,Tarrant,2102515,0.0029250683110465326
Taylor,2020-06-08,246,Taylor,138034,0.001782169610385847
Terrell,2020-06-08,0,Terrell,776,0.0
Terry,2020-06-08,13,Terry,12337,0.001053740779768177
Throckmorton,2020-06-08,0,Throckmorton,1501,0.0
Titus,2020-06-08,541,Titus,32750,0.01651908396946565
Tom Green,2020-06-08,81,Tom Green,119200,0.0006795302013422818
Travis,2020-06-08,3697,Travis,1273954,0.002901988611833708
Trinity,2020-06-08,20,Trinity,14651,0.001365094532796396
Tyler,2020-06-08,16,Tyler,21672,0.0007382798080472499
Upshur,2020-06-08,31,Upshur,41753,0.0007424616195243456
Upton,2020-06-08,0,Upton,3657,0.0
Uvalde,2020-06-08,17,Uvalde,26741,0.0006357279084551812
Val Verde,2020-06-08,21,Val Verde,49025,0.0004283528811830699
Van Zandt,2020-06-08,39,Van Zandt,56590,0.0006891676974730517
Victoria,2020-06-08,170,Victoria,92084,0.001846140480430911
Walker,2020-06-08,1851,Walker,72971,0.025366241383563335
Waller,2020-06-08,72,Waller,55246,0.0013032617746081164
Ward,2020-06-08,1,Ward,11998,8.33472245374229e-05
Washington,2020-06-08,207,Washington,35882,0.005768909202385597
Webb,2020-06-08,594,Webb,276652,0.0021471017740699507
Wharton,2020-06-08,76,Wharton,41556,0.0018288574453749157
Wheeler,2020-06-08,15,Wheeler,5056,0.0029667721518987344
Wichita,2020-06-08,87,Wichita,132230,0.0006579444906602132
Wilbarger,2020-06-08,7,Wilbarger,12769,0.0005482026783616571
Willacy,2020-06-08,37,Willacy,21358,0.0017323719449386648
Williamson,2020-06-08,691,Williamson,590551,0.0011700936921620656
Wilson,2020-06-08,45,Wilson,51070,0.0008811435284903074
Winkler,2020-06-08,3,Winkler,8010,0.0003745318352059925
Wise,2020-06-08,52,Wise,69984,0.0007430269775948788
Wood,2020-06-08,49,Wood,45539,0.001076000790531193
Yoakum,2020-06-08,3,Yoakum,8713,0.00034431309537472744
Young,2020-06-08,6,Young,18010,0.0003331482509716824
Zapata,2020-06-08,12,Zapata,14179,0.0008463220255307144
Zavala,2020-06-08,12,Zavala,11840,0.0010135135135135136
Anderson,2020-06-09,91,Anderson,57735,0.0015761669697756994
Andrews,2020-06-09,27,Andrews,18705,0.0014434643143544507
Angelina,2020-06-09,237,Angelina,86715,0.002733091160698841
Aransas,2020-06-09,5,Aransas,23510,0.0002126754572522331
Archer,2020-06-09,3,Archer,8553,0.00035075412136092597
Armstrong,2020-06-09,3,Armstrong,1887,0.001589825119236884
Atascosa,2020-06-09,42,Atascosa,51153,0.0008210662131253298
Austin,2020-06-09,32,Austin,30032,0.0010655301012253596
Bailey,2020-06-09,26,Bailey,7000,0.0037142857142857142
Bandera,2020-06-09,6,Bandera,23112,0.00025960539979231567
Bastrop,2020-06-09,270,Bastrop,88723,0.0030431793334310155
Baylor,2020-06-09,1,Baylor,3509,0.00028498147620404675
Bee,2020-06-09,24,Bee,32565,0.0007369875633348687
Bell,2020-06-09,473,Bell,362924,0.0013033031709118162
Bexar,2020-06-09,3333,Bexar,2003554,0.0016635438825207606
Blanco,2020-06-09,12,Blanco,11931,0.0010057832537088258
Borden,2020-06-09,0,Borden,654,0.0
Bosque,2020-06-09,7,Bosque,18685,0.00037463205780037464
Bowie,2020-06-09,351,Bowie,93245,0.0037642769049278783
Brazoria,2020-06-09,758,Brazoria,374264,0.0020253083384990274
Brazos,2020-06-09,634,Brazos,229211,0.0027660103572690665
Brewster,2020-06-09,1,Brewster,9203,0.00010866021949364337
Briscoe,2020-06-09,1,Briscoe,1546,0.000646830530401035
Brooks,2020-06-09,1,Brooks,7093,0.00014098406880022558
Brown,2020-06-09,60,Brown,37864,0.001584618635115149
Burleson,2020-06-09,35,Burleson,18443,0.00189773897955864
Burnet,2020-06-09,55,Burnet,48155,0.0011421451562662237
Caldwell,2020-06-09,79,Caldwell,43664,0.0018092707951630634
Calhoun,2020-06-09,41,Calhoun,21290,0.0019257867543447627
Callahan,2020-06-09,10,Callahan,13943,0.0007172057663343614
Cameron,2020-06-09,919,Cameron,423163,0.002171739967813821
Camp,2020-06-09,95,Camp,13094,0.00725523140369635
Carson,2020-06-09,6,Carson,5926,0.0010124873439082012
Cass,2020-06-09,32,Cass,30026,0.001065743022713648
Castro,2020-06-09,36,Castro,7530,0.004780876494023904
Chambers,2020-06-09,83,Chambers,43837,0.0018933777402650729
Cherokee,2020-06-09,54,Cherokee,52646,0.0010257189530068762
Childress,2020-06-09,4,Childress,7306,0.0005474952094169176
Clay,2020-06-09,5,Clay,10471,0.0004775093114315729
Cochran,2020-06-09,1,Cochran,2853,0.0003505082369435682
Coke,2020-06-09,1,Coke,3387,0.0002952465308532625
Coleman,2020-06-09,3,Coleman,8175,0.0003669724770642202
Collin,2020-06-09,1528,Collin,1034730,0.0014767137320846984
Collingsworth,2020-06-09,5,Collingsworth,2920,0.0017123287671232876
Colorado,2020-06-09,26,Colorado,21493,0.0012096961801516773
Comal,2020-06-09,121,Comal,156209,0.0007746032558943466
Comanche,2020-06-09,12,Comanche,13635,0.0008800880088008801
Concho,2020-06-09,1,Concho,2726,0.00036683785766691124
Cooke,2020-06-09,20,Cooke,41257,0.0004847662214896866
Coryell,2020-06-09,296,Coryell,75951,0.0038972495424681704
Cottle,2020-06-09,4,Cottle,1398,0.002861230329041488
Crane,2020-06-09,28,Crane,4797,0.005836981446737544
Crockett,2020-06-09,4,Crockett,3464,0.0011547344110854503
Crosby,2020-06-09,3,Crosby,5737,0.0005229213874847481
Culberson,2020-06-09,0,Culberson,2171,0.0
Dallam,2020-06-09,29,Dallam,7287,0.003979689858652395
Dallas,2020-06-09,12347,Dallas,2635516,0.0046848510879842886
Dawson,2020-06-09,45,Dawson,12728,0.003535512256442489
Deaf Smith,2020-06-09,183,Deaf Smith,18546,0.00986735684244581
Delta,2020-06-09,2,Delta,5331,0.00037516413430876007
Denton,2020-06-09,1524,Denton,887207,0.0017177501980935677
DeWitt,2020-06-09,23,DeWitt,20160,0.001140873015873016
Dickens,2020-06-09,1,Dickens,2211,0.0004522840343735866
Dimmit,2020-06-09,1,Dimmit,10124,9.877518767285657e-05
Donley,2020-06-09,27,Donley,3278,0.00823672971323978
Duval,2020-06-09,5,Duval,11157,0.0004481491440351349
Eastland,2020-06-09,7,Eastland,18360,0.0003812636165577342
Ector,2020-06-09,206,Ector,166223,0.001239299013975202
Edwards,2020-06-09,0,Edwards,1932,0.0
Ellis,2020-06-09,399,Ellis,184826,0.002158787183621352
El Paso,2020-06-09,3512,El Paso,839238,0.004184748545704556
Erath,2020-06-09,29,Erath,42698,0.0006791887207831748
Falls,2020-06-09,13,Falls,17297,0.0007515754177024917
Fannin,2020-06-09,49,Fannin,35514,0.0013797375682829307
Fayette,2020-06-09,38,Fayette,25346,0.0014992503748125937
Fisher,2020-06-09,2,Fisher,3830,0.0005221932114882506
Floyd,2020-06-09,16,Floyd,5712,0.0028011204481792717
Foard,2020-06-09,0,Foard,1155,0.0
Fort Bend,2020-06-09,2138,Fort Bend,811688,0.0026340170114625325
Franklin,2020-06-09,22,Franklin,10725,0.0020512820512820513
Freestone,2020-06-09,12,Freestone,19717,0.0006086118577876959
Frio,2020-06-09,50,Frio,20306,0.002462326405988378
Gaines,2020-06-09,9,Gaines,21492,0.0004187604690117253
Galveston,2020-06-09,1026,Galveston,342139,0.0029987811971157923
Garza,2020-06-09,6,Garza,6229,0.0009632364745545031
Gillespie,2020-06-09,5,Gillespie,26988,0.00018526752630798873
Glasscock,2020-06-09,1,Glasscock,1409,0.0007097232079489
Goliad,2020-06-09,7,Goliad,7658,0.0009140767824497258
Gonzales,2020-06-09,153,Gonzales,20837,0.007342707683447713
Gray,2020-06-09,105,Gray,21886,0.004797587498857717
Grayson,2020-06-09,384,Grayson,136212,0.0028191348779843185
Gregg,2020-06-09,272,Gregg,123945,0.0021945217636855055
Grimes,2020-06-09,245,Grimes,28880,0.008483379501385042
Guadalupe,2020-06-09,147,Guadalupe,166847,0.0008810467074625255
Hale,2020-06-09,61,Hale,33406,0.0018260192779740165
Hall,2020-06-09,2,Hall,2964,0.0006747638326585695
Hamilton,2020-06-09,10,Hamilton,8461,0.0011818933932159319
Hansford,2020-06-09,20,Hansford,5399,0.003704389701796629
Hardeman,2020-06-09,4,Hardeman,3933,0.0010170353419781336
Hardin,2020-06-09,142,Hardin,57602,0.0024651921808270544
Harris,2020-06-09,14918,Harris,4713325,0.0031650692451719326
Harrison,2020-06-09,258,Harrison,66553,0.0038766096194010786
Hartley,2020-06-09,12,Hartley,5576,0.002152080344332855
Haskell,2020-06-09,3,Haskell,5658,0.0005302226935312832
Hays,2020-06-09,441,Hays,230191,0.0019158003570947605
Hemphill,2020-06-09,1,Hemphill,3819,0.0002618486514794449
Henderson,2020-06-09,71,Henderson,82737,0.0008581408559652875
Hidalgo,2020-06-09,759,Hidalgo,868707,0.0008737123103647144
Hill,2020-06-09,30,Hill,36649,0.0008185762230893067
Hockley,2020-06-09,27,Hockley,23021,0.0011728421875678728
Hood,2020-06-09,31,Hood,61643,0.0005028957059195692
Hopkins,2020-06-09,39,Hopkins,37084,0.0010516664868946177
Houston,2020-06-09,152,Houston,22968,0.0066179031696273075
Howard,2020-06-09,15,Howard,36664,0.0004091206633209688
Hudspeth,2020-06-09,4,Hudspeth,4886,0.0008186655751125665
Hunt,2020-06-09,121,Hunt,98594,0.0012272552082276812
Hutchinson,2020-06-09,44,Hutchinson,20938,0.0021014423536154362
Irion,2020-06-09,1,Irion,1536,0.0006510416666666666
Jack,2020-06-09,4,Jack,8935,0.0004476776720761052
Jackson,2020-06-09,19,Jackson,14760,0.0012872628726287264
Jasper,2020-06-09,31,Jasper,35529,0.000872526668355428
Jeff Davis,2020-06-09,0,Jeff Davis,2274,0.0
Jefferson,2020-06-09,647,Jefferson,251565,0.0025718999065847794
Jim Hogg,2020-06-09,4,Jim Hogg,5200,0.0007692307692307692
Jim Wells,2020-06-09,13,Jim Wells,40482,0.0003211303789338471
Johnson,2020-06-09,209,Johnson,175817,0.001188736015288624
Jones,2020-06-09,636,Jones,20083,0.03166857541204003
Karnes,2020-06-09,4,Karnes,15601,0.0002563938209089161
Kaufman,2020-06-09,275,Kaufman,136154,0.0020197717290714925
Kendall,2020-06-09,33,Kendall,47431,0.0006957475069047669
Kenedy,2020-06-09,0,Kenedy,404,0.0
Kent,2020-06-09,0,Kent,762,0.0
Kerr,2020-06-09,20,Kerr,52600,0.00038022813688212925
Kimble,2020-06-09,1,Kimble,4337,0.00023057412958266084
King,2020-06-09,0,King,272,0.0
Kinney,2020-06-09,1,Kinney,3667,0.0002727024815925825
Kleberg,2020-06-09,20,Kleberg,30680,0.000651890482398957
Knox,2020-06-09,1,Knox,3664,0.0002729257641921397
Lamar,2020-06-09,156,Lamar,49859,0.003128823281654265
Lamb,2020-06-09,17,Lamb,12893,0.0013185449468703949
Lampasas,2020-06-09,9,Lampasas,21428,0.00042001120029867465
La Salle,2020-06-09,4,La Salle,7520,0.0005319148936170213
Lavaca,2020-06-09,19,Lavaca,20154,0.0009427408951076709
Lee,2020-06-09,26,Lee,17239,0.0015082081327223156
Leon,2020-06-09,11,Leon,17404,0.0006320386118133762
Liberty,2020-06-09,108,Liberty,88219,0.0012242260737482856
Limestone,2020-06-09,34,Limestone,23437,0.0014506976148824509
Lipscomb,2020-06-09,7,Lipscomb,3233,0.0021651716671821837
Live Oak,2020-06-09,9,Live Oak,12207,0.0007372818874416319
Llano,2020-06-09,3,Llano,21795,0.00013764624913971095
Loving,2020-06-09,0,Loving,169,0.0
Lubbock,2020-06-09,756,Lubbock,310569,0.002434241666103185
Lynn,2020-06-09,8,Lynn,5951,0.0013443118803562427
McCulloch,2020-06-09,3,McCulloch,7984,0.000375751503006012
McLennan,2020-06-09,132,McLennan,256623,0.0005143732245356028
McMullen,2020-06-09,0,McMullen,743,0.0
Madison,2020-06-09,16,Madison,14284,0.0011201344161299357
Marion,2020-06-09,18,Marion,9854,0.0018266693728435153
Martin,2020-06-09,3,Martin,5771,0.0005198405822214521
Mason,2020-06-09,32,Mason,4274,0.007487131492746842
Matagorda,2020-06-09,72,Matagorda,36643,0.0019649046202548917
Maverick,2020-06-09,133,Maverick,58722,0.002264909233336739
Medina,2020-06-09,216,Medina,51584,0.004187344913151364
Menard,2020-06-09,0,Menard,2138,0.0
Midland,2020-06-09,169,Midland,176832,0.000955709373868983
Milam,2020-06-09,35,Milam,24823,0.0014099826773556782
Mills,2020-06-09,1,Mills,4873,0.00020521239482864764
Mitchell,2020-06-09,1,Mitchell,8545,0.00011702750146284377
Montague,2020-06-09,9,Montague,19818,0.00045413260672116256
Montgomery,2020-06-09,1090,Montgomery,607391,0.0017945606701449312
Moore,2020-06-09,864,Moore,20940,0.04126074498567335
Morris,2020-06-09,27,Morris,12388,0.00217952857604133
Motley,2020-06-09,1,Motley,1200,0.0008333333333333334
Nacogdoches,2020-06-09,305,Nacogdoches,65204,0.004677627139439298
Navarro,2020-06-09,70,Navarro,50113,0.0013968431345159939
Newton,2020-06-09,6,Newton,13595,0.0004413387274733358
Nolan,2020-06-09,9,Nolan,14714,0.0006116623623759684
Nueces,2020-06-09,300,Nueces,362294,0.000828056771572259
Ochiltree,2020-06-09,52,Ochiltree,9836,0.005286701911346075
Oldham,2020-06-09,4,Oldham,2112,0.001893939393939394
Orange,2020-06-09,100,Orange,83396,0.0011990982780948727
Palo Pinto,2020-06-09,13,Palo Pinto,29189,0.0004453732570488883
Panola,2020-06-09,214,Panola,23194,0.00922652410106062
Parker,2020-06-09,104,Parker,142878,0.0007278937275157827
Parmer,2020-06-09,98,Parmer,9605,0.010203019260801666
Pecos,2020-06-09,15,Pecos,15823,0.0009479871073753397
Polk,2020-06-09,61,Polk,51353,0.0011878566003933558
Potter,2020-06-09,2763,Potter,117415,0.023531916705701997
Presidio,2020-06-09,2,Presidio,6704,0.0002983293556085919
Rains,2020-06-09,4,Rains,12514,0.000319642000958926
Randall,2020-06-09,737,Randall,137713,0.005351709715132195
Reagan,2020-06-09,2,Reagan,3849,0.0005196154845414394
Real,2020-06-09,1,Real,3452,0.00028968713789107763
Red River,2020-06-09,81,Red River,12023,0.006737087249438576
Reeves,2020-06-09,11,Reeves,15976,0.0006885327991987982
Refugio,2020-06-09,5,Refugio,6948,0.0007196315486470927
Roberts,2020-06-09,2,Roberts,854,0.00234192037470726
Robertson,2020-06-09,17,Robertson,17074,0.0009956659247979385
Rockwall,2020-06-09,189,Rockwall,104915,0.0018014583234046608
Runnels,2020-06-09,3,Runnels,10264,0.00029228371005455964
Rusk,2020-06-09,67,Rusk,54406,0.0012314818218578834
Sabine,2020-06-09,15,Sabine,10542,0.0014228799089356858
San Augustine,2020-06-09,45,San Augustine,8237,0.005463154060944519
San Jacinto,2020-06-09,19,San Jacinto,28859,0.0006583734710142417
San Patricio,2020-06-09,41,San Patricio,66730,0.0006144163045107148
San Saba,2020-06-09,1,San Saba,6055,0.00016515276630883568
Schleicher,2020-06-09,0,Schleicher,2793,0.0
Scurry,2020-06-09,26,Scurry,16703,0.0015566065976171945
Shackelford,2020-06-09,1,Shackelford,3265,0.00030627871362940275
Shelby,2020-06-09,214,Shelby,25274,0.008467199493550685
Sherman,2020-06-09,28,Sherman,3022,0.009265387160820648
Smith,2020-06-09,235,Smith,232751,0.0010096626867338917
Somervell,2020-06-09,1,Somervell,9128,0.00010955302366345311
Starr,2020-06-09,57,Starr,64633,0.0008819024337412776
Stephens,2020-06-09,4,Stephens,9366,0.00042707666026051675
Sterling,2020-06-09,0,Sterling,1291,0.0
Stonewall,2020-06-09,0,Stonewall,1350,0.0
Sutton,2020-06-09,0,Sutton,3776,0.0
Swisher,2020-06-09,18,Swisher,7397,0.00243341895362985
Tarrant,2020-06-09,6369,Tarrant,2102515,0.003029229280171604
Taylor,2020-06-09,247,Taylor,138034,0.0017894142022979846
Terrell,2020-06-09,0,Terrell,776,0.0
Terry,2020-06-09,13,Terry,12337,0.001053740779768177
Throckmorton,2020-06-09,0,Throckmorton,1501,0.0
Titus,2020-06-09,558,Titus,32750,0.017038167938931297
Tom Green,2020-06-09,82,Tom Green,119200,0.0006879194630872483
Travis,2020-06-09,3815,Travis,1273954,0.0029946136202720036
Trinity,2020-06-09,22,Trinity,14651,0.0015016039860760357
Tyler,2020-06-09,16,Tyler,21672,0.0007382798080472499
Upshur,2020-06-09,35,Upshur,41753,0.0008382631188178095
Upton,2020-06-09,0,Upton,3657,0.0
Uvalde,2020-06-09,17,Uvalde,26741,0.0006357279084551812
Val Verde,2020-06-09,21,Val Verde,49025,0.0004283528811830699
Van Zandt,2020-06-09,40,Van Zandt,56590,0.0007068386640749249
Victoria,2020-06-09,174,Victoria,92084,0.0018895790799704618
Walker,2020-06-09,1868,Walker,72971,0.025599210645324857
Waller,2020-06-09,77,Waller,55246,0.0013937660645114579
Ward,2020-06-09,2,Ward,11998,0.0001666944490748458
Washington,2020-06-09,208,Washington,35882,0.00579677832896717
Webb,2020-06-09,608,Webb,276652,0.0021977068663880978
Wharton,2020-06-09,84,Wharton,41556,0.0020213687554143807
Wheeler,2020-06-09,15,Wheeler,5056,0.0029667721518987344
Wichita,2020-06-09,90,Wichita,132230,0.000680632231717462
Wilbarger,2020-06-09,7,Wilbarger,12769,0.0005482026783616571
Willacy,2020-06-09,42,Willacy,21358,0.001966476261822268
Williamson,2020-06-09,698,Williamson,590551,0.0011819470291304223
Wilson,2020-06-09,45,Wilson,51070,0.0008811435284903074
Winkler,2020-06-09,3,Winkler,8010,0.0003745318352059925
Wise,2020-06-09,53,Wise,69984,0.0007573159579332419
Wood,2020-06-09,51,Wood,45539,0.0011199191901447112
Yoakum,2020-06-09,5,Yoakum,8713,0.000573855158957879
Young,2020-06-09,6,Young,18010,0.0003331482509716824
Zapata,2020-06-09,12,Zapata,14179,0.0008463220255307144
Zavala,2020-06-09,12,Zavala,11840,0.0010135135135135136
Anderson,2020-06-10,91,Anderson,57735,0.0015761669697756994
Andrews,2020-06-10,27,Andrews,18705,0.0014434643143544507
Angelina,2020-06-10,281,Angelina,86715,0.003240500490111284
Aransas,2020-06-10,5,Aransas,23510,0.0002126754572522331
Archer,2020-06-10,3,Archer,8553,0.00035075412136092597
Armstrong,2020-06-10,3,Armstrong,1887,0.001589825119236884
Atascosa,2020-06-10,45,Atascosa,51153,0.0008797137997771392
Austin,2020-06-10,31,Austin,30032,0.0010322322855620672
Bailey,2020-06-10,28,Bailey,7000,0.004
Bandera,2020-06-10,6,Bandera,23112,0.00025960539979231567
Bastrop,2020-06-10,279,Bastrop,88723,0.003144618644545383
Baylor,2020-06-10,1,Baylor,3509,0.00028498147620404675
Bee,2020-06-10,26,Bee,32565,0.0007984031936127744
Bell,2020-06-10,507,Bell,362924,0.001396986696939304
Bexar,2020-06-10,3513,Bexar,2003554,0.001753384236212251
Blanco,2020-06-10,12,Blanco,11931,0.0010057832537088258
Borden,2020-06-10,0,Borden,654,0.0
Bosque,2020-06-10,7,Bosque,18685,0.00037463205780037464
Bowie,2020-06-10,358,Bowie,93245,0.0038393479543139043
Brazoria,2020-06-10,770,Brazoria,374264,0.0020573712673407005
Brazos,2020-06-10,665,Brazos,229211,0.0029012569204793837
Brewster,2020-06-10,1,Brewster,9203,0.00010866021949364337
Briscoe,2020-06-10,1,Briscoe,1546,0.000646830530401035
Brooks,2020-06-10,1,Brooks,7093,0.00014098406880022558
Brown,2020-06-10,60,Brown,37864,0.001584618635115149
Burleson,2020-06-10,39,Burleson,18443,0.002114623434365342
Burnet,2020-06-10,55,Burnet,48155,0.0011421451562662237
Caldwell,2020-06-10,81,Caldwell,43664,0.0018550751190912422
Calhoun,2020-06-10,42,Calhoun,21290,0.001972757162987318
