county,date,cases,name,population,rate
Coleman,2020-03-16,0,Coleman,8175,0.0
Collin,2020-03-16,6,Collin,1034730,5.798614131222638e-06
Collingsworth,2020-03-16,0,Collingsworth,2920,0.0
Colorado,2020-03-16,0,Colorado,21493,0.0
Comal,2020-03-16,0,Comal,156209,0.0
Comanche,2020-03-16,0,Comanche,13635,0.0
Concho,2020-03-16,0,Concho,2726,0.0
Cooke,2020-03-16,0,Cooke,41257,0.0
Coryell,2020-03-16,0,Coryell,75951,0.0
Cottle,2020-03-16,0,Cottle,1398,0.0
Crane,2020-03-16,0,Crane,4797,0.0
Crockett,2020-03-16,0,Crockett,3464,0.0
Crosby,2020-03-16,0,Crosby,5737,0.0
Culberson,2020-03-16,0,Culberson,2171,0.0
Dallam,2020-03-16,0,Dallam,7287,0.0
Dallas,2020-03-16,8,Dallas,2635516,3.0354587109317493e-06
Dawson,2020-03-16,0,Dawson,12728,0.0
Deaf Smith,2020-03-16,0,Deaf Smith,18546,0.0
Delta,2020-03-16,0,Delta,5331,0.0
Denton,2020-03-16,0,Denton,887207,0.0
DeWitt,2020-03-16,0,DeWitt,20160,0.0
Dickens,2020-03-16,0,Dickens,2211,0.0
Dimmit,2020-03-16,0,Dimmit,10124,0.0
Donley,2020-03-16,0,Donley,3278,0.0
Duval,2020-03-16,0,Duval,11157,0.0
Eastland,2020-03-16,0,Eastland,18360,0.0
Ector,2020-03-16,0,Ector,166223,0.0
Edwards,2020-03-16,0,Edwards,1932,0.0
Ellis,2020-03-16,0,Ellis,184826,0.0
El Paso,2020-03-16,1,El Paso,839238,1.1915571029910467e-06
Erath,2020-03-16,0,Erath,42698,0.0
Falls,2020-03-16,0,Falls,17297,0.0
Fannin,2020-03-16,0,Fannin,35514,0.0
Fayette,2020-03-16,0,Fayette,25346,0.0
Fisher,2020-03-16,0,Fisher,3830,0.0
Floyd,2020-03-16,0,Floyd,5712,0.0
Foard,2020-03-16,0,Foard,1155,0.0
Fort Bend,2020-03-16,9,Fort Bend,811688,1.1088004257793634e-05
Franklin,2020-03-16,0,Franklin,10725,0.0
Freestone,2020-03-16,0,Freestone,19717,0.0
Frio,2020-03-16,0,Frio,20306,0.0
Gaines,2020-03-16,0,Gaines,21492,0.0
Galveston,2020-03-16,1,Galveston,342139,2.9227886911459962e-06
Garza,2020-03-16,0,Garza,6229,0.0
Gillespie,2020-03-16,0,Gillespie,26988,0.0
Glasscock,2020-03-16,0,Glasscock,1409,0.0
Goliad,2020-03-16,0,Goliad,7658,0.0
Gonzales,2020-03-16,0,Gonzales,20837,0.0
Gray,2020-03-16,0,Gray,21886,0.0
Grayson,2020-03-16,0,Grayson,136212,0.0
Gregg,2020-03-16,1,Gregg,123945,8.068094719432006e-06
Grimes,2020-03-16,0,Grimes,28880,0.0
Guadalupe,2020-03-16,0,Guadalupe,166847,0.0
Hale,2020-03-16,0,Hale,33406,0.0
Hall,2020-03-16,0,Hall,2964,0.0
Hamilton,2020-03-16,0,Hamilton,8461,0.0
Hansford,2020-03-16,0,Hansford,5399,0.0
Hardeman,2020-03-16,0,Hardeman,3933,0.0
Hardin,2020-03-16,0,Hardin,57602,0.0
Harris,2020-03-16,10,Harris,4713325,2.121644486641596e-06
Harrison,2020-03-16,0,Harrison,66553,0.0
Hartley,2020-03-16,0,Hartley,5576,0.0
Haskell,2020-03-16,0,Haskell,5658,0.0
Hays,2020-03-16,1,Hays,230191,4.344218496813516e-06
Hemphill,2020-03-16,0,Hemphill,3819,0.0
Henderson,2020-03-16,0,Henderson,82737,0.0
Hidalgo,2020-03-16,0,Hidalgo,868707,0.0
Hill,2020-03-16,0,Hill,36649,0.0
Hockley,2020-03-16,0,Hockley,23021,0.0
Hood,2020-03-16,0,Hood,61643,0.0
Hopkins,2020-03-16,0,Hopkins,37084,0.0
Houston,2020-03-16,0,Houston,22968,0.0
Howard,2020-03-16,0,Howard,36664,0.0
Hudspeth,2020-03-16,0,Hudspeth,4886,0.0
Hunt,2020-03-16,0,Hunt,98594,0.0
Hutchinson,2020-03-16,0,Hutchinson,20938,0.0
Irion,2020-03-16,0,Irion,1536,0.0
Jack,2020-03-16,0,Jack,8935,0.0
Jackson,2020-03-16,0,Jackson,14760,0.0
Jasper,2020-03-16,0,Jasper,35529,0.0
Jeff Davis,2020-03-16,0,Jeff Davis,2274,0.0
Jefferson,2020-03-16,0,Jefferson,251565,0.0
Jim Hogg,2020-03-16,0,Jim Hogg,5200,0.0
Jim Wells,2020-03-16,0,Jim Wells,40482,0.0
Johnson,2020-03-16,0,Johnson,175817,0.0
Jones,2020-03-16,0,Jones,20083,0.0
Karnes,2020-03-16,0,Karnes,15601,0.0
Kaufman,2020-03-16,0,Kaufman,136154,0.0
Kendall,2020-03-16,0,Kendall,47431,0.0
Kenedy,2020-03-16,0,Kenedy,404,0.0
Kent,2020-03-16,0,Kent,762,0.0
Kerr,2020-03-16,0,Kerr,52600,0.0
Kimble,2020-03-16,0,Kimble,4337,0.0
King,2020-03-16,0,King,272,0.0
Kinney,2020-03-16,0,Kinney,3667,0.0
Kleberg,2020-03-16,0,Kleberg,30680,0.0
Knox,2020-03-16,0,Knox,3664,0.0
Lamar,2020-03-16,0,Lamar,49859,0.0
Lamb,2020-03-16,0,Lamb,12893,0.0
Lampasas,2020-03-16,0,Lampasas,21428,0.0
La Salle,2020-03-16,0,La Salle,7520,0.0
Lavaca,2020-03-16,1,Lavaca,20154,4.961794184777215e-05
Lee,2020-03-16,0,Lee,17239,0.0
Leon,2020-03-16,0,Leon,17404,0.0
Liberty,2020-03-16,0,Liberty,88219,0.0
Limestone,2020-03-16,0,Limestone,23437,0.0
Lipscomb,2020-03-16,0,Lipscomb,3233,0.0
Live Oak,2020-03-16,0,Live Oak,12207,0.0
Llano,2020-03-16,0,Llano,21795,0.0
Loving,2020-03-16,0,Loving,169,0.0
Lubbock,2020-03-16,0,Lubbock,310569,0.0
Lynn,2020-03-16,0,Lynn,5951,0.0
McCulloch,2020-03-16,0,McCulloch,7984,0.0
McLennan,2020-03-16,0,McLennan,256623,0.0
McMullen,2020-03-16,0,McMullen,743,0.0
Madison,2020-03-16,0,Madison,14284,0.0
Marion,2020-03-16,0,Marion,9854,0.0
Martin,2020-03-16,0,Martin,5771,0.0
Mason,2020-03-16,0,Mason,4274,0.0
Matagorda,2020-03-16,1,Matagorda,36643,2.7290341947984608e-05
Maverick,2020-03-16,0,Maverick,58722,0.0
Medina,2020-03-16,0,Medina,51584,0.0
Menard,2020-03-16,0,Menard,2138,0.0
Midland,2020-03-16,0,Midland,176832,0.0
Milam,2020-03-16,0,Milam,24823,0.0
Mills,2020-03-16,0,Mills,4873,0.0
Mitchell,2020-03-16,0,Mitchell,8545,0.0
Montague,2020-03-16,0,Montague,19818,0.0
Montgomery,2020-03-16,3,Montgomery,607391,4.939157807738343e-06
Moore,2020-03-16,0,Moore,20940,0.0
Morris,2020-03-16,0,Morris,12388,0.0
Motley,2020-03-16,0,Motley,1200,0.0
Nacogdoches,2020-03-16,0,Nacogdoches,65204,0.0
Navarro,2020-03-16,0,Navarro,50113,0.0
Newton,2020-03-16,0,Newton,13595,0.0
Nolan,2020-03-16,0,Nolan,14714,0.0
Nueces,2020-03-16,0,Nueces,362294,0.0
Ochiltree,2020-03-16,0,Ochiltree,9836,0.0
Oldham,2020-03-16,0,Oldham,2112,0.0
Orange,2020-03-16,0,Orange,83396,0.0
Palo Pinto,2020-03-16,0,Palo Pinto,29189,0.0
Panola,2020-03-16,0,Panola,23194,0.0
Parker,2020-03-16,0,Parker,142878,0.0
Parmer,2020-03-16,0,Parmer,9605,0.0
Pecos,2020-03-16,0,Pecos,15823,0.0
Polk,2020-03-16,0,Polk,51353,0.0
Potter,2020-03-16,0,Potter,117415,0.0
Presidio,2020-03-16,0,Presidio,6704,0.0
Rains,2020-03-16,0,Rains,12514,0.0
Randall,2020-03-16,0,Randall,137713,0.0
Reagan,2020-03-16,0,Reagan,3849,0.0
Real,2020-03-16,0,Real,3452,0.0
Red River,2020-03-16,0,Red River,12023,0.0
Reeves,2020-03-16,0,Reeves,15976,0.0
Refugio,2020-03-16,0,Refugio,6948,0.0
Roberts,2020-03-16,0,Roberts,854,0.0
Robertson,2020-03-16,0,Robertson,17074,0.0
Rockwall,2020-03-16,0,Rockwall,104915,0.0
Runnels,2020-03-16,0,Runnels,10264,0.0
Rusk,2020-03-16,0,Rusk,54406,0.0
Sabine,2020-03-16,0,Sabine,10542,0.0
San Augustine,2020-03-16,0,San Augustine,8237,0.0
San Jacinto,2020-03-16,0,San Jacinto,28859,0.0
San Patricio,2020-03-16,0,San Patricio,66730,0.0
San Saba,2020-03-16,0,San Saba,6055,0.0
Schleicher,2020-03-16,0,Schleicher,2793,0.0
Scurry,2020-03-16,0,Scurry,16703,0.0
Shackelford,2020-03-16,0,Shackelford,3265,0.0
Shelby,2020-03-16,0,Shelby,25274,0.0
Sherman,2020-03-16,0,Sherman,3022,0.0
Smith,2020-03-16,3,Smith,232751,1.2889310894475211e-05
Somervell,2020-03-16,0,Somervell,9128,0.0
Starr,2020-03-16,0,Starr,64633,0.0
Stephens,2020-03-16,0,Stephens,9366,0.0
Sterling,2020-03-16,0,Sterling,1291,0.0
Stonewall,2020-03-16,0,Stonewall,1350,0.0
Sutton,2020-03-16,0,Sutton,3776,0.0
Swisher,2020-03-16,0,Swisher,7397,0.0
Tarrant,2020-03-16,3,Tarrant,2102515,1.426862590754406e-06
Taylor,2020-03-16,0,Taylor,138034,0.0
Terrell,2020-03-16,0,Terrell,776,0.0
Terry,2020-03-16,0,Terry,12337,0.0
Throckmorton,2020-03-16,0,Throckmorton,1501,0.0
Titus,2020-03-16,0,Titus,32750,0.0
Tom Green,2020-03-16,0,Tom Green,119200,0.0
Travis,2020-03-16,2,Travis,1273954,1.5699153972592417e-06
Trinity,2020-03-16,0,Trinity,14651,0.0
Tyler,2020-03-16,0,Tyler,21672,0.0
Upshur,2020-03-16,0,Upshur,41753,0.0
Upton,2020-03-16,0,Upton,3657,0.0
Uvalde,2020-03-16,0,Uvalde,26741,0.0
Val Verde,2020-03-16,0,Val Verde,49025,0.0
Van Zandt,2020-03-16,0,Van Zandt,56590,0.0
Victoria,2020-03-16,0,Victoria,92084,0.0
Walker,2020-03-16,0,Walker,72971,0.0
Waller,2020-03-16,0,Waller,55246,0.0
Ward,2020-03-16,0,Ward,11998,0.0
Washington,2020-03-16,0,Washington,35882,0.0
Webb,2020-03-16,0,Webb,276652,0.0
Wharton,2020-03-16,0,Wharton,41556,0.0
Wheeler,2020-03-16,0,Wheeler,5056,0.0
Wichita,2020-03-16,0,Wichita,132230,0.0
Wilbarger,2020-03-16,0,Wilbarger,12769,0.0
Willacy,2020-03-16,0,Willacy,21358,0.0
Williamson,2020-03-16,0,Williamson,590551,0.0
Wilson,2020-03-16,0,Wilson,51070,0.0
Winkler,2020-03-16,0,Winkler,8010,0.0
Wise,2020-03-16,0,Wise,69984,0.0
Wood,2020-03-16,0,Wood,45539,0.0
Yoakum,2020-03-16,0,Yoakum,8713,0.0
Young,2020-03-16,0,Young,18010,0.0
Zapata,2020-03-16,0,Zapata,14179,0.0
Zavala,2020-03-16,0,Zavala,11840,0.0
Anderson,2020-03-17,0,Anderson,57735,0.0
Andrews,2020-03-17,0,Andrews,18705,0.0
Angelina,2020-03-17,0,Angelina,86715,0.0
Aransas,2020-03-17,0,Aransas,23510,0.0
Archer,2020-03-17,0,Archer,8553,0.0
Armstrong,2020-03-17,0,Armstrong,1887,0.0
Atascosa,2020-03-17,0,Atascosa,51153,0.0
Austin,2020-03-17,0,Austin,30032,0.0
Bailey,2020-03-17,0,Bailey,7000,0.0
Bandera,2020-03-17,0,Bandera,23112,0.0
Bastrop,2020-03-17,0,Bastrop,88723,0.0
Baylor,2020-03-17,0,Baylor,3509,0.0
Bee,2020-03-17,0,Bee,32565,0.0
Bell,2020-03-17,1,Bell,362924,2.7553978243378777e-06
Bexar,2020-03-17,3,Bexar,2003554,1.4973392281915036e-06
Blanco,2020-03-17,0,Blanco,11931,0.0
Borden,2020-03-17,0,Borden,654,0.0
Bosque,2020-03-17,0,Bosque,18685,0.0
Bowie,2020-03-17,0,Bowie,93245,0.0
Brazoria,2020-03-17,2,Brazoria,374264,5.34382147361221e-06
Brazos,2020-03-17,0,Brazos,229211,0.0
Brewster,2020-03-17,0,Brewster,9203,0.0
Briscoe,2020-03-17,0,Briscoe,1546,0.0
Brooks,2020-03-17,0,Brooks,7093,0.0
Brown,2020-03-17,0,Brown,37864,0.0
Burleson,2020-03-17,0,Burleson,18443,0.0
Burnet,2020-03-17,0,Burnet,48155,0.0
Caldwell,2020-03-17,0,Caldwell,43664,0.0
Calhoun,2020-03-17,0,Calhoun,21290,0.0
Callahan,2020-03-17,0,Callahan,13943,0.0
Cameron,2020-03-17,0,Cameron,423163,0.0
Camp,2020-03-17,0,Camp,13094,0.0
Carson,2020-03-17,0,Carson,5926,0.0
Cass,2020-03-17,0,Cass,30026,0.0
Castro,2020-03-17,0,Castro,7530,0.0
Chambers,2020-03-17,0,Chambers,43837,0.0
Cherokee,2020-03-17,0,Cherokee,52646,0.0
Childress,2020-03-17,0,Childress,7306,0.0
Clay,2020-03-17,0,Clay,10471,0.0
Cochran,2020-03-17,0,Cochran,2853,0.0
Coke,2020-03-17,0,Coke,3387,0.0
Coleman,2020-03-17,0,Coleman,8175,0.0
Collin,2020-03-17,6,Collin,1034730,5.798614131222638e-06
Collingsworth,2020-03-17,0,Collingsworth,2920,0.0
Colorado,2020-03-17,0,Colorado,21493,0.0
Comal,2020-03-17,0,Comal,156209,0.0
Comanche,2020-03-17,0,Comanche,13635,0.0
Concho,2020-03-17,0,Concho,2726,0.0
Cooke,2020-03-17,0,Cooke,41257,0.0
Coryell,2020-03-17,0,Coryell,75951,0.0
Cottle,2020-03-17,0,Cottle,1398,0.0
Crane,2020-03-17,0,Crane,4797,0.0
Crockett,2020-03-17,0,Crockett,3464,0.0
Crosby,2020-03-17,0,Crosby,5737,0.0
Culberson,2020-03-17,0,Culberson,2171,0.0
Dallam,2020-03-17,0,Dallam,7287,0.0
Dallas,2020-03-17,9,Dallas,2635516,3.4148910497982177e-06
Dawson,2020-03-17,0,Dawson,12728,0.0
Deaf Smith,2020-03-17,0,Deaf Smith,18546,0.0
Delta,2020-03-17,0,Delta,5331,0.0
Denton,2020-03-17,1,Denton,887207,1.1271326759144147e-06
DeWitt,2020-03-17,0,DeWitt,20160,0.0
Dickens,2020-03-17,0,Dickens,2211,0.0
Dimmit,2020-03-17,0,Dimmit,10124,0.0
Donley,2020-03-17,0,Donley,3278,0.0
Duval,2020-03-17,0,Duval,11157,0.0
Eastland,2020-03-17,0,Eastland,18360,0.0
Ector,2020-03-17,0,Ector,166223,0.0
Edwards,2020-03-17,0,Edwards,1932,0.0
Ellis,2020-03-17,0,Ellis,184826,0.0
El Paso,2020-03-17,3,El Paso,839238,3.57467130897314e-06
Erath,2020-03-17,0,Erath,42698,0.0
Falls,2020-03-17,0,Falls,17297,0.0
Fannin,2020-03-17,0,Fannin,35514,0.0
Fayette,2020-03-17,0,Fayette,25346,0.0
Fisher,2020-03-17,0,Fisher,3830,0.0
Floyd,2020-03-17,0,Floyd,5712,0.0
Foard,2020-03-17,0,Foard,1155,0.0
Fort Bend,2020-03-17,9,Fort Bend,811688,1.1088004257793634e-05
Franklin,2020-03-17,0,Franklin,10725,0.0
Freestone,2020-03-17,0,Freestone,19717,0.0
Frio,2020-03-17,0,Frio,20306,0.0
Gaines,2020-03-17,0,Gaines,21492,0.0
Galveston,2020-03-17,1,Galveston,342139,2.9227886911459962e-06
Garza,2020-03-17,0,Garza,6229,0.0
Gillespie,2020-03-17,0,Gillespie,26988,0.0
Glasscock,2020-03-17,0,Glasscock,1409,0.0
Goliad,2020-03-17,0,Goliad,7658,0.0
Gonzales,2020-03-17,0,Gonzales,20837,0.0
Gray,2020-03-17,0,Gray,21886,0.0
Grayson,2020-03-17,0,Grayson,136212,0.0
Gregg,2020-03-17,1,Gregg,123945,8.068094719432006e-06
Grimes,2020-03-17,0,Grimes,28880,0.0
Guadalupe,2020-03-17,0,Guadalupe,166847,0.0
Hale,2020-03-17,0,Hale,33406,0.0
Hall,2020-03-17,0,Hall,2964,0.0
Hamilton,2020-03-17,0,Hamilton,8461,0.0
Hansford,2020-03-17,0,Hansford,5399,0.0
Hardeman,2020-03-17,0,Hardeman,3933,0.0
Hardin,2020-03-17,0,Hardin,57602,0.0
Harris,2020-03-17,10,Harris,4713325,2.121644486641596e-06
Harrison,2020-03-17,0,Harrison,66553,0.0
Hartley,2020-03-17,0,Hartley,5576,0.0
Haskell,2020-03-17,0,Haskell,5658,0.0
Hays,2020-03-17,1,Hays,230191,4.344218496813516e-06
Hemphill,2020-03-17,0,Hemphill,3819,0.0
Henderson,2020-03-17,0,Henderson,82737,0.0
Hidalgo,2020-03-17,0,Hidalgo,868707,0.0
Hill,2020-03-17,0,Hill,36649,0.0
Hockley,2020-03-17,0,Hockley,23021,0.0
Hood,2020-03-17,0,Hood,61643,0.0
Hopkins,2020-03-17,0,Hopkins,37084,0.0
Houston,2020-03-17,0,Houston,22968,0.0
Howard,2020-03-17,0,Howard,36664,0.0
Hudspeth,2020-03-17,0,Hudspeth,4886,0.0
Hunt,2020-03-17,0,Hunt,98594,0.0
Hutchinson,2020-03-17,0,Hutchinson,20938,0.0
Irion,2020-03-17,0,Irion,1536,0.0
Jack,2020-03-17,0,Jack,8935,0.0
Jackson,2020-03-17,0,Jackson,14760,0.0
Jasper,2020-03-17,0,Jasper,35529,0.0
Jeff Davis,2020-03-17,0,Jeff Davis,2274,0.0
Jefferson,2020-03-17,0,Jefferson,251565,0.0
Jim Hogg,2020-03-17,0,Jim Hogg,5200,0.0
Jim Wells,2020-03-17,0,Jim Wells,40482,0.0
Johnson,2020-03-17,0,Johnson,175817,0.0
Jones,2020-03-17,0,Jones,20083,0.0
Karnes,2020-03-17,0,Karnes,15601,0.0
Kaufman,2020-03-17,0,Kaufman,136154,0.0
Kendall,2020-03-17,0,Kendall,47431,0.0
Kenedy,2020-03-17,0,Kenedy,404,0.0
Kent,2020-03-17,0,Kent,762,0.0
Kerr,2020-03-17,0,Kerr,52600,0.0
Kimble,2020-03-17,0,Kimble,4337,0.0
King,2020-03-17,0,King,272,0.0
Kinney,2020-03-17,0,Kinney,3667,0.0
Kleberg,2020-03-17,0,Kleberg,30680,0.0
Knox,2020-03-17,0,Knox,3664,0.0
Lamar,2020-03-17,0,Lamar,49859,0.0
Lamb,2020-03-17,0,Lamb,12893,0.0
Lampasas,2020-03-17,0,Lampasas,21428,0.0
La Salle,2020-03-17,0,La Salle,7520,0.0
Lavaca,2020-03-17,1,Lavaca,20154,4.961794184777215e-05
Lee,2020-03-17,0,Lee,17239,0.0
Leon,2020-03-17,0,Leon,17404,0.0
Liberty,2020-03-17,0,Liberty,88219,0.0
Limestone,2020-03-17,0,Limestone,23437,0.0
Lipscomb,2020-03-17,0,Lipscomb,3233,0.0
Live Oak,2020-03-17,0,Live Oak,12207,0.0
Llano,2020-03-17,0,Llano,21795,0.0
Loving,2020-03-17,0,Loving,169,0.0
Lubbock,2020-03-17,0,Lubbock,310569,0.0
Lynn,2020-03-17,0,Lynn,5951,0.0
McCulloch,2020-03-17,0,McCulloch,7984,0.0
McLennan,2020-03-17,0,McLennan,256623,0.0
McMullen,2020-03-17,0,McMullen,743,0.0
Madison,2020-03-17,0,Madison,14284,0.0
Marion,2020-03-17,0,Marion,9854,0.0
Martin,2020-03-17,0,Martin,5771,0.0
Mason,2020-03-17,0,Mason,4274,0.0
Matagorda,2020-03-17,1,Matagorda,36643,2.7290341947984608e-05
Maverick,2020-03-17,0,Maverick,58722,0.0
Medina,2020-03-17,1,Medina,51584,1.9385856079404466e-05
Menard,2020-03-17,0,Menard,2138,0.0
Midland,2020-03-17,0,Midland,176832,0.0
Milam,2020-03-17,0,Milam,24823,0.0
Mills,2020-03-17,0,Mills,4873,0.0
Mitchell,2020-03-17,0,Mitchell,8545,0.0
Montague,2020-03-17,0,Montague,19818,0.0
Montgomery,2020-03-17,3,Montgomery,607391,4.939157807738343e-06
Moore,2020-03-17,0,Moore,20940,0.0
Morris,2020-03-17,0,Morris,12388,0.0
Motley,2020-03-17,0,Motley,1200,0.0
Nacogdoches,2020-03-17,0,Nacogdoches,65204,0.0
Navarro,2020-03-17,0,Navarro,50113,0.0
Newton,2020-03-17,0,Newton,13595,0.0
Nolan,2020-03-17,0,Nolan,14714,0.0
Nueces,2020-03-17,0,Nueces,362294,0.0
Ochiltree,2020-03-17,0,Ochiltree,9836,0.0
Oldham,2020-03-17,0,Oldham,2112,0.0
Orange,2020-03-17,0,Orange,83396,0.0
Palo Pinto,2020-03-17,0,Palo Pinto,29189,0.0
Panola,2020-03-17,0,Panola,23194,0.0
Parker,2020-03-17,0,Parker,142878,0.0
Parmer,2020-03-17,0,Parmer,9605,0.0
Pecos,2020-03-17,0,Pecos,15823,0.0
Polk,2020-03-17,0,Polk,51353,0.0
Potter,2020-03-17,0,Potter,117415,0.0
Presidio,2020-03-17,0,Presidio,6704,0.0
Rains,2020-03-17,0,Rains,12514,0.0
Randall,2020-03-17,0,Randall,137713,0.0
Reagan,2020-03-17,0,Reagan,3849,0.0
Real,2020-03-17,0,Real,3452,0.0
Red River,2020-03-17,0,Red River,12023,0.0
Reeves,2020-03-17,0,Reeves,15976,0.0
Refugio,2020-03-17,0,Refugio,6948,0.0
Roberts,2020-03-17,0,Roberts,854,0.0
Robertson,2020-03-17,0,Robertson,17074,0.0
Rockwall,2020-03-17,0,Rockwall,104915,0.0
Runnels,2020-03-17,0,Runnels,10264,0.0
Rusk,2020-03-17,0,Rusk,54406,0.0
Sabine,2020-03-17,0,Sabine,10542,0.0
San Augustine,2020-03-17,0,San Augustine,8237,0.0
San Jacinto,2020-03-17,0,San Jacinto,28859,0.0
San Patricio,2020-03-17,0,San Patricio,66730,0.0
San Saba,2020-03-17,0,San Saba,6055,0.0
Schleicher,2020-03-17,0,Schleicher,2793,0.0
Scurry,2020-03-17,0,Scurry,16703,0.0
Shackelford,2020-03-17,0,Shackelford,3265,0.0
Shelby,2020-03-17,0,Shelby,25274,0.0
Sherman,2020-03-17,0,Sherman,3022,0.0
Smith,2020-03-17,3,Smith,232751,1.2889310894475211e-05
Somervell,2020-03-17,0,Somervell,9128,0.0
Starr,2020-03-17,0,Starr,64633,0.0
Stephens,2020-03-17,0,Stephens,9366,0.0
Sterling,2020-03-17,0,Sterling,1291,0.0
Stonewall,2020-03-17,0,Stonewall,1350,0.0
Sutton,2020-03-17,0,Sutton,3776,0.0
Swisher,2020-03-17,0,Swisher,7397,0.0
Tarrant,2020-03-17,3,Tarrant,2102515,1.426862590754406e-06
Taylor,2020-03-17,0,Taylor,138034,0.0
Terrell,2020-03-17,0,Terrell,776,0.0
Terry,2020-03-17,0,Terry,12337,0.0
Throckmorton,2020-03-17,0,Throckmorton,1501,0.0
Titus,2020-03-17,0,Titus,32750,0.0
Tom Green,2020-03-17,0,Tom Green,119200,0.0
Travis,2020-03-17,3,Travis,1273954,2.3548730958888624e-06
Trinity,2020-03-17,0,Trinity,14651,0.0
Tyler,2020-03-17,0,Tyler,21672,0.0
Upshur,2020-03-17,0,Upshur,41753,0.0
Upton,2020-03-17,0,Upton,3657,0.0
Uvalde,2020-03-17,0,Uvalde,26741,0.0
Val Verde,2020-03-17,0,Val Verde,49025,0.0
Van Zandt,2020-03-17,0,Van Zandt,56590,0.0
Victoria,2020-03-17,0,Victoria,92084,0.0
Walker,2020-03-17,0,Walker,72971,0.0
Waller,2020-03-17,0,Waller,55246,0.0
Ward,2020-03-17,0,Ward,11998,0.0
Washington,2020-03-17,0,Washington,35882,0.0
Webb,2020-03-17,1,Webb,276652,3.6146494512962134e-06
Wharton,2020-03-17,0,Wharton,41556,0.0
Wheeler,2020-03-17,0,Wheeler,5056,0.0
Wichita,2020-03-17,0,Wichita,132230,0.0
Wilbarger,2020-03-17,0,Wilbarger,12769,0.0
Willacy,2020-03-17,0,Willacy,21358,0.0
Williamson,2020-03-17,0,Williamson,590551,0.0
Wilson,2020-03-17,0,Wilson,51070,0.0
Winkler,2020-03-17,0,Winkler,8010,0.0
Wise,2020-03-17,0,Wise,69984,0.0
Wood,2020-03-17,0,Wood,45539,0.0
Yoakum,2020-03-17,0,Yoakum,8713,0.0
Young,2020-03-17,0,Young,18010,0.0
Zapata,2020-03-17,0,Zapata,14179,0.0
Zavala,2020-03-17,0,Zavala,11840,0.0
Anderson,2020-03-18,0,Anderson,57735,0.0
Andrews,2020-03-18,0,Andrews,18705,0.0
Angelina,2020-03-18,0,Angelina,86715,0.0
Aransas,2020-03-18,0,Aransas,23510,0.0
Archer,2020-03-18,0,Archer,8553,0.0
Armstrong,2020-03-18,0,Armstrong,1887,0.0
Atascosa,2020-03-18,0,Atascosa,51153,0.0
Austin,2020-03-18,0,Austin,30032,0.0
Bailey,2020-03-18,0,Bailey,7000,0.0
Bandera,2020-03-18,0,Bandera,23112,0.0
Bastrop,2020-03-18,0,Bastrop,88723,0.0
Baylor,2020-03-18,0,Baylor,3509,0.0
Bee,2020-03-18,0,Bee,32565,0.0
Bell,2020-03-18,1,Bell,362924,2.7553978243378777e-06
Bexar,2020-03-18,4,Bexar,2003554,1.996452304255338e-06
Blanco,2020-03-18,0,Blanco,11931,0.0
Borden,2020-03-18,0,Borden,654,0.0
Bosque,2020-03-18,0,Bosque,18685,0.0
Bowie,2020-03-18,1,Bowie,93245,1.0724435626575151e-05
Brazoria,2020-03-18,2,Brazoria,374264,5.34382147361221e-06
Brazos,2020-03-18,1,Brazos,229211,4.362792361623133e-06
Brewster,2020-03-18,0,Brewster,9203,0.0
Briscoe,2020-03-18,0,Briscoe,1546,0.0
Brooks,2020-03-18,0,Brooks,7093,0.0
Brown,2020-03-18,0,Brown,37864,0.0
Burleson,2020-03-18,0,Burleson,18443,0.0
Burnet,2020-03-18,0,Burnet,48155,0.0
Caldwell,2020-03-18,0,Caldwell,43664,0.0
Calhoun,2020-03-18,0,Calhoun,21290,0.0
Callahan,2020-03-18,0,Callahan,13943,0.0
Cameron,2020-03-18,0,Cameron,423163,0.0
Camp,2020-03-18,0,Camp,13094,0.0
Carson,2020-03-18,0,Carson,5926,0.0
Cass,2020-03-18,0,Cass,30026,0.0
Castro,2020-03-18,0,Castro,7530,0.0
Chambers,2020-03-18,0,Chambers,43837,0.0
Cherokee,2020-03-18,0,Cherokee,52646,0.0
Childress,2020-03-18,0,Childress,7306,0.0
Clay,2020-03-18,0,Clay,10471,0.0
Cochran,2020-03-18,0,Cochran,2853,0.0
Coke,2020-03-18,0,Coke,3387,0.0
Coleman,2020-03-18,0,Coleman,8175,0.0
Collin,2020-03-18,6,Collin,1034730,5.798614131222638e-06
Collingsworth,2020-03-18,0,Collingsworth,2920,0.0
Colorado,2020-03-18,0,Colorado,21493,0.0
Comal,2020-03-18,0,Comal,156209,0.0
Comanche,2020-03-18,0,Comanche,13635,0.0
Concho,2020-03-18,0,Concho,2726,0.0
Cooke,2020-03-18,0,Cooke,41257,0.0
Coryell,2020-03-18,0,Coryell,75951,0.0
Cottle,2020-03-18,0,Cottle,1398,0.0
Crane,2020-03-18,0,Crane,4797,0.0
Crockett,2020-03-18,0,Crockett,3464,0.0
Crosby,2020-03-18,0,Crosby,5737,0.0
Culberson,2020-03-18,0,Culberson,2171,0.0
Dallam,2020-03-18,0,Dallam,7287,0.0
Dallas,2020-03-18,15,Dallas,2635516,5.69148508299703e-06
Dawson,2020-03-18,0,Dawson,12728,0.0
Deaf Smith,2020-03-18,0,Deaf Smith,18546,0.0
