county,date,cases,name,population,population-per-100K,cases-per-100K
Kenedy,2020-09-01,0,Kenedy,404,0.00404,0.0
Kent,2020-09-01,0,Kent,762,0.00762,0.0
Kerr,2020-09-01,3,Kerr,52600,0.526,5.703422053231939
Kimble,2020-09-01,0,Kimble,4337,0.04337,0.0
King,2020-09-01,0,King,272,0.00272,0.0
Kinney,2020-09-01,0,Kinney,3667,0.03667,0.0
Kleberg,2020-09-01,0,Kleberg,30680,0.3068,0.0
Knox,2020-09-01,0,Knox,3664,0.03664,0.0
Lamar,2020-09-01,0,Lamar,49859,0.49859,0.0
Lamb,2020-09-01,9,Lamb,12893,0.12893,69.80532071666796
Lampasas,2020-09-01,0,Lampasas,21428,0.21428,0.0
La Salle,2020-09-01,0,La Salle,7520,0.0752,0.0
Lavaca,2020-09-01,5,Lavaca,20154,0.20154,24.80897092388608
Lee,2020-09-01,0,Lee,17239,0.17239,0.0
Leon,2020-09-01,4,Leon,17404,0.17404,22.983222247759137
Liberty,2020-09-01,3,Liberty,88219,0.88219,3.400627982634126
Limestone,2020-09-01,4,Limestone,23437,0.23437,17.06703076332295
Lipscomb,2020-09-01,0,Lipscomb,3233,0.03233,0.0
Live Oak,2020-09-01,0,Live Oak,12207,0.12207,0.0
Llano,2020-09-01,0,Llano,21795,0.21795,0.0
Loving,2020-09-01,0,Loving,169,0.00169,0.0
Lubbock,2020-09-01,88,Lubbock,310569,3.10569,28.335088176862467
Lynn,2020-09-01,2,Lynn,5951,0.05951,33.60779700890607
McCulloch,2020-09-01,0,McCulloch,7984,0.07984,0.0
McLennan,2020-09-01,91,McLennan,256623,2.56623,35.46057835813625
McMullen,2020-09-01,0,McMullen,743,0.00743,0.0
Madison,2020-09-01,0,Madison,14284,0.14284,0.0
Marion,2020-09-01,0,Marion,9854,0.09854,0.0
Martin,2020-09-01,2,Martin,5771,0.05771,34.65603881476348
Mason,2020-09-01,0,Mason,4274,0.04274,0.0
Matagorda,2020-09-01,0,Matagorda,36643,0.36643,0.0
Maverick,2020-09-01,35,Maverick,58722,0.58722,59.60287456149314
Medina,2020-09-01,10,Medina,51584,0.51584,19.38585607940447
Menard,2020-09-01,0,Menard,2138,0.02138,0.0
Midland,2020-09-01,33,Midland,176832,1.76832,18.661780673181326
Milam,2020-09-01,0,Milam,24823,0.24823,0.0
Mills,2020-09-01,0,Mills,4873,0.04873,0.0
Mitchell,2020-09-01,0,Mitchell,8545,0.08545,0.0
Montague,2020-09-01,7,Montague,19818,0.19818,35.32142496720154
Montgomery,2020-09-01,156,Montgomery,607391,6.07391,25.683620600239387
Moore,2020-09-01,4,Moore,20940,0.2094,19.10219675262655
Morris,2020-09-01,2,Morris,12388,0.12388,16.144656118824667
Motley,2020-09-01,0,Motley,1200,0.012,0.0
Nacogdoches,2020-09-01,16,Nacogdoches,65204,0.65204,24.538371879025828
Navarro,2020-09-01,21,Navarro,50113,0.50113,41.90529403547982
Newton,2020-09-01,1,Newton,13595,0.13595,7.35564545788893
Nolan,2020-09-01,3,Nolan,14714,0.14714,20.388745412532284
Nueces,2020-09-01,32,Nueces,362294,3.62294,8.83260556343743
Ochiltree,2020-09-01,1,Ochiltree,9836,0.09836,10.1667344448963
Oldham,2020-09-01,0,Oldham,2112,0.02112,0.0
Orange,2020-09-01,0,Orange,83396,0.83396,0.0
Palo Pinto,2020-09-01,7,Palo Pinto,29189,0.29189,23.981636918017063
Panola,2020-09-01,3,Panola,23194,0.23194,12.934379580926102
Parker,2020-09-01,21,Parker,142878,1.42878,14.697854113299458
Parmer,2020-09-01,1,Parmer,9605,0.09605,10.41124414367517
Pecos,2020-09-01,3,Pecos,15823,0.15823,18.95974214750679
Polk,2020-09-01,0,Polk,51353,0.51353,0.0
Potter,2020-09-01,21,Potter,117415,1.17415,17.885278712259932
Presidio,2020-09-01,2,Presidio,6704,0.06704,29.832935560859188
Rains,2020-09-01,1,Rains,12514,0.12514,7.99105002397315
Randall,2020-09-01,19,Randall,137713,1.37713,13.796809306310951
Reagan,2020-09-01,1,Reagan,3849,0.03849,25.980774227071965
Real,2020-09-01,1,Real,3452,0.03452,28.968713789107763
Red River,2020-09-01,0,Red River,12023,0.12023,0.0
Reeves,2020-09-01,4,Reeves,15976,0.15976,25.03755633450175
Refugio,2020-09-01,2,Refugio,6948,0.06948,28.785261945883708
Roberts,2020-09-01,0,Roberts,854,0.00854,0.0
Robertson,2020-09-01,3,Robertson,17074,0.17074,17.57057514349303
Rockwall,2020-09-01,44,Rockwall,104915,1.04915,41.93871229090216
Runnels,2020-09-01,9,Runnels,10264,0.10264,87.6851130163679
Rusk,2020-09-01,8,Rusk,54406,0.54406,14.704260559497115
Sabine,2020-09-01,1,Sabine,10542,0.10542,9.485866059571238
San Augustine,2020-09-01,2,San Augustine,8237,0.08237,24.280684715308972
San Jacinto,2020-09-01,0,San Jacinto,28859,0.28859,0.0
San Patricio,2020-09-01,29,San Patricio,66730,0.6673,43.458714221489586
San Saba,2020-09-01,0,San Saba,6055,0.06055,0.0
Schleicher,2020-09-01,0,Schleicher,2793,0.02793,0.0
Scurry,2020-09-01,0,Scurry,16703,0.16703,0.0
Shackelford,2020-09-01,1,Shackelford,3265,0.03265,30.627871362940276
Shelby,2020-09-01,2,Shelby,25274,0.25274,7.913270554720265
Sherman,2020-09-01,0,Sherman,3022,0.03022,0.0
Smith,2020-09-01,108,Smith,232751,2.32751,46.40151922011076
Somervell,2020-09-01,1,Somervell,9128,0.09128,10.955302366345311
Starr,2020-09-01,0,Starr,64633,0.64633,0.0
Stephens,2020-09-01,3,Stephens,9366,0.09366,32.03074951953876
Sterling,2020-09-01,0,Sterling,1291,0.01291,0.0
Stonewall,2020-09-01,0,Stonewall,1350,0.0135,0.0
Sutton,2020-09-01,0,Sutton,3776,0.03776,0.0
Swisher,2020-09-01,1,Swisher,7397,0.07397,13.5189941868325
Tarrant,2020-09-01,118,Tarrant,2102515,21.02515,5.612326190300664
Taylor,2020-09-01,0,Taylor,138034,1.38034,0.0
Terrell,2020-09-01,0,Terrell,776,0.00776,0.0
Terry,2020-09-01,4,Terry,12337,0.12337,32.42279322363622
Throckmorton,2020-09-01,1,Throckmorton,1501,0.01501,66.62225183211193
Titus,2020-09-01,4,Titus,32750,0.3275,12.213740458015266
Tom Green,2020-09-01,4,Tom Green,119200,1.192,3.3557046979865772
Travis,2020-09-01,82,Travis,1273954,12.73954,6.436653128762891
Trinity,2020-09-01,0,Trinity,14651,0.14651,0.0
Tyler,2020-09-01,10,Tyler,21672,0.21672,46.14248800295312
Upshur,2020-09-01,1,Upshur,41753,0.41753,2.3950374823365985
Upton,2020-09-01,0,Upton,3657,0.03657,0.0
Uvalde,2020-09-01,4,Uvalde,26741,0.26741,14.958303728357205
Val Verde,2020-09-01,45,Val Verde,49025,0.49025,91.78990311065782
Van Zandt,2020-09-01,4,Van Zandt,56590,0.5659,7.0683866407492495
Victoria,2020-09-01,28,Victoria,92084,0.92084,30.407019677685593
Walker,2020-09-01,4,Walker,72971,0.72971,5.481629688506393
Waller,2020-09-01,6,Waller,55246,0.55246,10.860514788400971
Ward,2020-09-01,3,Ward,11998,0.11998,25.00416736122687
Washington,2020-09-01,0,Washington,35882,0.35882,0.0
Webb,2020-09-01,31,Webb,276652,2.76652,11.20541329901826
Wharton,2020-09-01,0,Wharton,41556,0.41556,0.0
Wheeler,2020-09-01,0,Wheeler,5056,0.05056,0.0
Wichita,2020-09-01,29,Wichita,132230,1.3223,21.931483022007107
Wilbarger,2020-09-01,0,Wilbarger,12769,0.12769,0.0
Willacy,2020-09-01,2,Willacy,21358,0.21358,9.364172675344134
Williamson,2020-09-01,56,Williamson,590551,5.90551,9.482669574685337
Wilson,2020-09-01,1,Wilson,51070,0.5107,1.9580967299784608
Winkler,2020-09-01,2,Winkler,8010,0.0801,24.96878901373283
Wise,2020-09-01,15,Wise,69984,0.69984,21.43347050754458
Wood,2020-09-01,9,Wood,45539,0.45539,19.763279826083135
Yoakum,2020-09-01,4,Yoakum,8713,0.08713,45.90841271663032
Young,2020-09-01,0,Young,18010,0.1801,0.0
Zapata,2020-09-01,5,Zapata,14179,0.14179,35.263417730446434
Zavala,2020-09-01,0,Zavala,11840,0.1184,0.0
Anderson,2020-09-02,7,Anderson,57735,0.57735,12.124361305966918
Andrews,2020-09-02,6,Andrews,18705,0.18705,32.076984763432236
Angelina,2020-09-02,0,Angelina,86715,0.86715,0.0
Aransas,2020-09-02,5,Aransas,23510,0.2351,21.267545725223307
Archer,2020-09-02,0,Archer,8553,0.08553,0.0
Armstrong,2020-09-02,0,Armstrong,1887,0.01887,0.0
Atascosa,2020-09-02,3,Atascosa,51153,0.51153,5.864758665180927
Austin,2020-09-02,1,Austin,30032,0.30032,3.329781566329249
Bailey,2020-09-02,0,Bailey,7000,0.07,0.0
Bandera,2020-09-02,0,Bandera,23112,0.23112,0.0
Bastrop,2020-09-02,12,Bastrop,88723,0.88723,13.525241481915625
Baylor,2020-09-02,0,Baylor,3509,0.03509,0.0
Bee,2020-09-02,7,Bee,32565,0.32565,21.495470597267005
Bell,2020-09-02,38,Bell,362924,3.62924,10.470511732483937
Bexar,2020-09-02,199,Bexar,2003554,20.03554,9.932350213670308
Blanco,2020-09-02,2,Blanco,11931,0.11931,16.763054228480428
Borden,2020-09-02,0,Borden,654,0.00654,0.0
Bosque,2020-09-02,7,Bosque,18685,0.18685,37.46320578003746
Bowie,2020-09-02,0,Bowie,93245,0.93245,0.0
Brazoria,2020-09-02,173,Brazoria,374264,3.74264,46.22405574674561
Brazos,2020-09-02,53,Brazos,229211,2.29211,23.122799516602605
Brewster,2020-09-02,11,Brewster,9203,0.09203,119.52624144300772
Briscoe,2020-09-02,0,Briscoe,1546,0.01546,0.0
Brooks,2020-09-02,21,Brooks,7093,0.07093,296.0665444804737
Brown,2020-09-02,3,Brown,37864,0.37864,7.923093175575746
Burleson,2020-09-02,1,Burleson,18443,0.18443,5.422111370167543
Burnet,2020-09-02,5,Burnet,48155,0.48155,10.383137784238397
Caldwell,2020-09-02,12,Caldwell,43664,0.43664,27.482594356907295
Calhoun,2020-09-02,4,Calhoun,21290,0.2129,18.788163457022076
Callahan,2020-09-02,1,Callahan,13943,0.13943,7.1720576633436135
Cameron,2020-09-02,163,Cameron,423163,4.23163,38.51943577297637
Camp,2020-09-02,20,Camp,13094,0.13094,152.7417137620284
Carson,2020-09-02,0,Carson,5926,0.05926,0.0
Cass,2020-09-02,1,Cass,30026,0.30026,3.3304469459801505
Castro,2020-09-02,0,Castro,7530,0.0753,0.0
Chambers,2020-09-02,6,Chambers,43837,0.43837,13.68706800191619
Cherokee,2020-09-02,3,Cherokee,52646,0.52646,5.698438627815978
Childress,2020-09-02,0,Childress,7306,0.07306,0.0
Clay,2020-09-02,2,Clay,10471,0.10471,19.100372457262917
Cochran,2020-09-02,0,Cochran,2853,0.02853,0.0
Coke,2020-09-02,0,Coke,3387,0.03387,0.0
Coleman,2020-09-02,1,Coleman,8175,0.08175,12.232415902140673
Collin,2020-09-02,65,Collin,1034730,10.3473,6.28183197549119
Collingsworth,2020-09-02,0,Collingsworth,2920,0.0292,0.0
Colorado,2020-09-02,2,Colorado,21493,0.21493,9.305355231935978
Comal,2020-09-02,0,Comal,156209,1.56209,0.0
Comanche,2020-09-02,2,Comanche,13635,0.13635,14.668133480014669
Concho,2020-09-02,2,Concho,2726,0.02726,73.36757153338225
Cooke,2020-09-02,6,Cooke,41257,0.41257,14.542986644690599
Coryell,2020-09-02,1,Coryell,75951,0.75951,1.3166383589419495
Cottle,2020-09-02,0,Cottle,1398,0.01398,0.0
Crane,2020-09-02,0,Crane,4797,0.04797,0.0
Crockett,2020-09-02,0,Crockett,3464,0.03464,0.0
Crosby,2020-09-02,0,Crosby,5737,0.05737,0.0
Culberson,2020-09-02,6,Culberson,2171,0.02171,276.37033625057575
Dallam,2020-09-02,1,Dallam,7287,0.07287,13.723068478111704
Dallas,2020-09-02,622,Dallas,2635516,26.35516,23.600691477494347
Dawson,2020-09-02,4,Dawson,12728,0.12728,31.426775612822123
Deaf Smith,2020-09-02,2,Deaf Smith,18546,0.18546,10.783996549121104
Delta,2020-09-02,0,Delta,5331,0.05331,0.0
Denton,2020-09-02,114,Denton,887207,8.87207,12.849312505424324
DeWitt,2020-09-02,0,DeWitt,20160,0.2016,0.0
Dickens,2020-09-02,5,Dickens,2211,0.02211,226.14201718679328
Dimmit,2020-09-02,2,Dimmit,10124,0.10124,19.755037534571315
Donley,2020-09-02,0,Donley,3278,0.03278,0.0
Duval,2020-09-02,9,Duval,11157,0.11157,80.66684592632429
Eastland,2020-09-02,3,Eastland,18360,0.1836,16.33986928104575
Ector,2020-09-02,34,Ector,166223,1.66223,20.45444974522178
Edwards,2020-09-02,0,Edwards,1932,0.01932,0.0
Ellis,2020-09-02,27,Ellis,184826,1.84826,14.60833432525727
El Paso,2020-09-02,72,El Paso,839238,8.39238,8.579211141535536
Erath,2020-09-02,11,Erath,42698,0.42698,25.762330788327322
Falls,2020-09-02,1,Falls,17297,0.17297,5.781349366942244
Fannin,2020-09-02,13,Fannin,35514,0.35514,36.605282423832854
Fayette,2020-09-02,1,Fayette,25346,0.25346,3.945395723191036
Fisher,2020-09-02,0,Fisher,3830,0.0383,0.0
Floyd,2020-09-02,0,Floyd,5712,0.05712,0.0
Foard,2020-09-02,0,Foard,1155,0.01155,0.0
Fort Bend,2020-09-02,26,Fort Bend,811688,8.11688,3.2032012300292725
Franklin,2020-09-02,5,Franklin,10725,0.10725,46.62004662004662
Freestone,2020-09-02,1,Freestone,19717,0.19717,5.071765481564132
Frio,2020-09-02,3,Frio,20306,0.20306,14.773958435930268
Gaines,2020-09-02,7,Gaines,21492,0.21492,32.570258700911964
Galveston,2020-09-02,38,Galveston,342139,3.42139,11.106597026354786
Garza,2020-09-02,0,Garza,6229,0.06229,0.0
Gillespie,2020-09-02,2,Gillespie,26988,0.26988,7.410701052319549
Glasscock,2020-09-02,0,Glasscock,1409,0.01409,0.0
Goliad,2020-09-02,0,Goliad,7658,0.07658,0.0
Gonzales,2020-09-02,0,Gonzales,20837,0.20837,0.0
Gray,2020-09-02,1,Gray,21886,0.21886,4.569130951293064
Grayson,2020-09-02,15,Grayson,136212,1.36212,11.012245617126245
Gregg,2020-09-02,25,Gregg,123945,1.23945,20.170236798580017
Grimes,2020-09-02,9,Grimes,28880,0.2888,31.16343490304709
Guadalupe,2020-09-02,0,Guadalupe,166847,1.66847,0.0
Hale,2020-09-02,0,Hale,33406,0.33406,0.0
Hall,2020-09-02,0,Hall,2964,0.02964,0.0
Hamilton,2020-09-02,3,Hamilton,8461,0.08461,35.456801796477954
Hansford,2020-09-02,0,Hansford,5399,0.05399,0.0
Hardeman,2020-09-02,0,Hardeman,3933,0.03933,0.0
Hardin,2020-09-02,0,Hardin,57602,0.57602,0.0
Harris,2020-09-02,895,Harris,4713325,47.13325,18.988718155442285
Harrison,2020-09-02,4,Harrison,66553,0.66553,6.010247471939658
Hartley,2020-09-02,0,Hartley,5576,0.05576,0.0
Haskell,2020-09-02,1,Haskell,5658,0.05658,17.674089784376104
Hays,2020-09-02,14,Hays,230191,2.30191,6.081905895538922
Hemphill,2020-09-02,0,Hemphill,3819,0.03819,0.0
Henderson,2020-09-02,5,Henderson,82737,0.82737,6.043245464544278
Hidalgo,2020-09-02,131,Hidalgo,868707,8.68707,15.079883090616283
Hill,2020-09-02,9,Hill,36649,0.36649,24.557286692679202
Hockley,2020-09-02,3,Hockley,23021,0.23021,13.031579861865254
Hood,2020-09-02,10,Hood,61643,0.61643,16.222442126437713
Hopkins,2020-09-02,4,Hopkins,37084,0.37084,10.786322942508898
Houston,2020-09-02,0,Houston,22968,0.22968,0.0
Howard,2020-09-02,0,Howard,36664,0.36664,0.0
Hudspeth,2020-09-02,0,Hudspeth,4886,0.04886,0.0
Hunt,2020-09-02,0,Hunt,98594,0.98594,0.0
Hutchinson,2020-09-02,0,Hutchinson,20938,0.20938,0.0
Irion,2020-09-02,0,Irion,1536,0.01536,0.0
Jack,2020-09-02,1,Jack,8935,0.08935,11.19194180190263
Jackson,2020-09-02,1,Jackson,14760,0.1476,6.775067750677507
Jasper,2020-09-02,0,Jasper,35529,0.35529,0.0
Jeff Davis,2020-09-02,5,Jeff Davis,2274,0.02274,219.8768689533861
Jefferson,2020-09-02,17,Jefferson,251565,2.51565,6.757696817919822
Jim Hogg,2020-09-02,0,Jim Hogg,5200,0.052,0.0
Jim Wells,2020-09-02,13,Jim Wells,40482,0.40482,32.113037893384714
Johnson,2020-09-02,21,Johnson,175817,1.75817,11.944237474191915
Jones,2020-09-02,0,Jones,20083,0.20083,0.0
Karnes,2020-09-02,1,Karnes,15601,0.15601,6.409845522722902
Kaufman,2020-09-02,10,Kaufman,136154,1.36154,7.344624469350882
Kendall,2020-09-02,0,Kendall,47431,0.47431,0.0
Kenedy,2020-09-02,0,Kenedy,404,0.00404,0.0
Kent,2020-09-02,0,Kent,762,0.00762,0.0
Kerr,2020-09-02,0,Kerr,52600,0.526,0.0
Kimble,2020-09-02,0,Kimble,4337,0.04337,0.0
King,2020-09-02,0,King,272,0.00272,0.0
Kinney,2020-09-02,0,Kinney,3667,0.03667,0.0
Kleberg,2020-09-02,0,Kleberg,30680,0.3068,0.0
Knox,2020-09-02,0,Knox,3664,0.03664,0.0
Lamar,2020-09-02,0,Lamar,49859,0.49859,0.0
Lamb,2020-09-02,3,Lamb,12893,0.12893,23.268440238889323
Lampasas,2020-09-02,1,Lampasas,21428,0.21428,4.666791114429718
La Salle,2020-09-02,0,La Salle,7520,0.0752,0.0
Lavaca,2020-09-02,0,Lavaca,20154,0.20154,0.0
Lee,2020-09-02,0,Lee,17239,0.17239,0.0
Leon,2020-09-02,9,Leon,17404,0.17404,51.71225005745806
Liberty,2020-09-02,6,Liberty,88219,0.88219,6.801255965268252
Limestone,2020-09-02,6,Limestone,23437,0.23437,25.600546144984428
Lipscomb,2020-09-02,0,Lipscomb,3233,0.03233,0.0
Live Oak,2020-09-02,19,Live Oak,12207,0.12207,155.64839845990005
Llano,2020-09-02,0,Llano,21795,0.21795,0.0
Loving,2020-09-02,0,Loving,169,0.00169,0.0
Lubbock,2020-09-02,269,Lubbock,310569,3.10569,86.61521272245459
Lynn,2020-09-02,1,Lynn,5951,0.05951,16.803898504453034
McCulloch,2020-09-02,5,McCulloch,7984,0.07984,62.62525050100201
McLennan,2020-09-02,99,McLennan,256623,2.56623,38.57799184017021
McMullen,2020-09-02,1,McMullen,743,0.00743,134.58950201884252
Madison,2020-09-02,4,Madison,14284,0.14284,28.00336040324839
Marion,2020-09-02,2,Marion,9854,0.09854,20.296326364927946
Martin,2020-09-02,0,Martin,5771,0.05771,0.0
Mason,2020-09-02,0,Mason,4274,0.04274,0.0
Matagorda,2020-09-02,8,Matagorda,36643,0.36643,21.832273558387687
Maverick,2020-09-02,42,Maverick,58722,0.58722,71.52344947379177
Medina,2020-09-02,11,Medina,51584,0.51584,21.324441687344915
Menard,2020-09-02,0,Menard,2138,0.02138,0.0
Midland,2020-09-02,0,Midland,176832,1.76832,0.0
Milam,2020-09-02,10,Milam,24823,0.24823,40.28521935301938
Mills,2020-09-02,0,Mills,4873,0.04873,0.0
Mitchell,2020-09-02,0,Mitchell,8545,0.08545,0.0
Montague,2020-09-02,5,Montague,19818,0.19818,25.22958926228681
Montgomery,2020-09-02,64,Montgomery,607391,6.07391,10.536869989841799
Moore,2020-09-02,1,Moore,20940,0.2094,4.775549188156638
Morris,2020-09-02,0,Morris,12388,0.12388,0.0
Motley,2020-09-02,1,Motley,1200,0.012,83.33333333333333
Nacogdoches,2020-09-02,16,Nacogdoches,65204,0.65204,24.538371879025828
Navarro,2020-09-02,8,Navarro,50113,0.50113,15.963921537325644
Newton,2020-09-02,0,Newton,13595,0.13595,0.0
Nolan,2020-09-02,1,Nolan,14714,0.14714,6.796248470844095
Nueces,2020-09-02,58,Nueces,362294,3.62294,16.00909758373034
Ochiltree,2020-09-02,0,Ochiltree,9836,0.09836,0.0
Oldham,2020-09-02,1,Oldham,2112,0.02112,47.34848484848485
Orange,2020-09-02,0,Orange,83396,0.83396,0.0
Palo Pinto,2020-09-02,0,Palo Pinto,29189,0.29189,0.0
Panola,2020-09-02,2,Panola,23194,0.23194,8.6229197206174
Parker,2020-09-02,0,Parker,142878,1.42878,0.0
Parmer,2020-09-02,3,Parmer,9605,0.09605,31.23373243102551
Pecos,2020-09-02,4,Pecos,15823,0.15823,25.279656196675724
Polk,2020-09-02,0,Polk,51353,0.51353,0.0
Potter,2020-09-02,43,Potter,117415,1.17415,36.622237363198906
Presidio,2020-09-02,14,Presidio,6704,0.06704,208.8305489260143
Rains,2020-09-02,0,Rains,12514,0.12514,0.0
Randall,2020-09-02,49,Randall,137713,1.37713,35.58124505311772
Reagan,2020-09-02,2,Reagan,3849,0.03849,51.96154845414393
Real,2020-09-02,0,Real,3452,0.03452,0.0
Red River,2020-09-02,1,Red River,12023,0.12023,8.31739166597355
Reeves,2020-09-02,0,Reeves,15976,0.15976,0.0
Refugio,2020-09-02,4,Refugio,6948,0.06948,57.570523891767415
Roberts,2020-09-02,0,Roberts,854,0.00854,0.0
Robertson,2020-09-02,0,Robertson,17074,0.17074,0.0
Rockwall,2020-09-02,14,Rockwall,104915,1.04915,13.344135728923414
Runnels,2020-09-02,8,Runnels,10264,0.10264,77.9423226812159
Rusk,2020-09-02,1,Rusk,54406,0.54406,1.8380325699371394
Sabine,2020-09-02,0,Sabine,10542,0.10542,0.0
San Augustine,2020-09-02,0,San Augustine,8237,0.08237,0.0
San Jacinto,2020-09-02,0,San Jacinto,28859,0.28859,0.0
San Patricio,2020-09-02,27,San Patricio,66730,0.6673,40.46156151655927
San Saba,2020-09-02,0,San Saba,6055,0.06055,0.0
Schleicher,2020-09-02,0,Schleicher,2793,0.02793,0.0
Scurry,2020-09-02,2,Scurry,16703,0.16703,11.97389690474765
Shackelford,2020-09-02,0,Shackelford,3265,0.03265,0.0
Shelby,2020-09-02,4,Shelby,25274,0.25274,15.82654110944053
Sherman,2020-09-02,1,Sherman,3022,0.03022,33.090668431502316
Smith,2020-09-02,24,Smith,232751,2.32751,10.311448715580168
Somervell,2020-09-02,0,Somervell,9128,0.09128,0.0
Starr,2020-09-02,0,Starr,64633,0.64633,0.0
Stephens,2020-09-02,0,Stephens,9366,0.09366,0.0
Sterling,2020-09-02,1,Sterling,1291,0.01291,77.45933384972889
Stonewall,2020-09-02,0,Stonewall,1350,0.0135,0.0
Sutton,2020-09-02,0,Sutton,3776,0.03776,0.0
Swisher,2020-09-02,0,Swisher,7397,0.07397,0.0
Tarrant,2020-09-02,154,Tarrant,2102515,21.02515,7.324561299205951
Taylor,2020-09-02,5,Taylor,138034,1.38034,3.622295956068795
Terrell,2020-09-02,0,Terrell,776,0.00776,0.0
Terry,2020-09-02,3,Terry,12337,0.12337,24.317094917727164
Throckmorton,2020-09-02,0,Throckmorton,1501,0.01501,0.0
Titus,2020-09-02,11,Titus,32750,0.3275,33.587786259541986
Tom Green,2020-09-02,11,Tom Green,119200,1.192,9.228187919463087
Travis,2020-09-02,7,Travis,1273954,12.73954,0.5494703890407346
Trinity,2020-09-02,1,Trinity,14651,0.14651,6.825472663981981
Tyler,2020-09-02,0,Tyler,21672,0.21672,0.0
Upshur,2020-09-02,1,Upshur,41753,0.41753,2.3950374823365985
Upton,2020-09-02,0,Upton,3657,0.03657,0.0
Uvalde,2020-09-02,0,Uvalde,26741,0.26741,0.0
Val Verde,2020-09-02,0,Val Verde,49025,0.49025,0.0
Van Zandt,2020-09-02,1,Van Zandt,56590,0.5659,1.7670966601873124
Victoria,2020-09-02,0,Victoria,92084,0.92084,0.0
Walker,2020-09-02,12,Walker,72971,0.72971,16.44488906551918
Waller,2020-09-02,1,Waller,55246,0.55246,1.8100857980668286
Ward,2020-09-02,0,Ward,11998,0.11998,0.0
Washington,2020-09-02,8,Washington,35882,0.35882,22.29530126525835
Webb,2020-09-02,249,Webb,276652,2.76652,90.00477133727571
Wharton,2020-09-02,3,Wharton,41556,0.41556,7.219174126479931
Wheeler,2020-09-02,0,Wheeler,5056,0.05056,0.0
Wichita,2020-09-02,23,Wichita,132230,1.3223,17.39393481055736
Wilbarger,2020-09-02,3,Wilbarger,12769,0.12769,23.494400501213878
Willacy,2020-09-02,0,Willacy,21358,0.21358,0.0
Williamson,2020-09-02,20,Williamson,590551,5.90551,3.386667705244763
Wilson,2020-09-02,1,Wilson,51070,0.5107,1.9580967299784608
Winkler,2020-09-02,0,Winkler,8010,0.0801,0.0
Wise,2020-09-02,4,Wise,69984,0.69984,5.715592135345221
Wood,2020-09-02,1,Wood,45539,0.45539,2.195919980675904
Yoakum,2020-09-02,6,Yoakum,8713,0.08713,68.86261907494548
Young,2020-09-02,0,Young,18010,0.1801,0.0
Zapata,2020-09-02,0,Zapata,14179,0.14179,0.0
Zavala,2020-09-02,3,Zavala,11840,0.1184,25.337837837837835
Anderson,2020-09-03,0,Anderson,57735,0.57735,0.0
Andrews,2020-09-03,3,Andrews,18705,0.18705,16.038492381716118
Angelina,2020-09-03,0,Angelina,86715,0.86715,0.0
Aransas,2020-09-03,0,Aransas,23510,0.2351,0.0
Archer,2020-09-03,3,Archer,8553,0.08553,35.0754121360926
Armstrong,2020-09-03,0,Armstrong,1887,0.01887,0.0
Atascosa,2020-09-03,4,Atascosa,51153,0.51153,7.8196782202412365
Austin,2020-09-03,0,Austin,30032,0.30032,0.0
Bailey,2020-09-03,0,Bailey,7000,0.07,0.0
Bandera,2020-09-03,0,Bandera,23112,0.23112,0.0
Bastrop,2020-09-03,8,Bastrop,88723,0.88723,9.016827654610417
Baylor,2020-09-03,0,Baylor,3509,0.03509,0.0
Bee,2020-09-03,22,Bee,32565,0.32565,67.5571933056963
Bell,2020-09-03,46,Bell,362924,3.62924,12.674829991954239
Bexar,2020-09-03,191,Bexar,2003554,20.03554,9.53305975281924
Blanco,2020-09-03,0,Blanco,11931,0.11931,0.0
Borden,2020-09-03,0,Borden,654,0.00654,0.0
Bosque,2020-09-03,3,Bosque,18685,0.18685,16.05565962001606
Bowie,2020-09-03,0,Bowie,93245,0.93245,0.0
Brazoria,2020-09-03,0,Brazoria,374264,3.74264,0.0
Brazos,2020-09-03,100,Brazos,229211,2.29211,43.62792361623133
Brewster,2020-09-03,0,Brewster,9203,0.09203,0.0
Briscoe,2020-09-03,0,Briscoe,1546,0.01546,0.0
Brooks,2020-09-03,12,Brooks,7093,0.07093,169.18088256027067
Brown,2020-09-03,5,Brown,37864,0.37864,13.205155292626243
Burleson,2020-09-03,0,Burleson,18443,0.18443,0.0
Burnet,2020-09-03,0,Burnet,48155,0.48155,0.0
Caldwell,2020-09-03,7,Caldwell,43664,0.43664,16.031513374862588
Calhoun,2020-09-03,3,Calhoun,21290,0.2129,14.091122592766556
Callahan,2020-09-03,1,Callahan,13943,0.13943,7.1720576633436135
Cameron,2020-09-03,131,Cameron,423163,4.23163,30.957337952514752
Camp,2020-09-03,0,Camp,13094,0.13094,0.0
Carson,2020-09-03,0,Carson,5926,0.05926,0.0
Cass,2020-09-03,0,Cass,30026,0.30026,0.0
Castro,2020-09-03,2,Castro,7530,0.0753,26.560424966799467
Chambers,2020-09-03,11,Chambers,43837,0.43837,25.092958003513015
Cherokee,2020-09-03,5,Cherokee,52646,0.52646,9.49739771302663
Childress,2020-09-03,0,Childress,7306,0.07306,0.0
Clay,2020-09-03,0,Clay,10471,0.10471,0.0
Cochran,2020-09-03,2,Cochran,2853,0.02853,70.10164738871363
Coke,2020-09-03,0,Coke,3387,0.03387,0.0
Coleman,2020-09-03,1,Coleman,8175,0.08175,12.232415902140673
